title,categories,address,agent,price,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_per_day_₦,price_per_month_₦,price_per_year_₦,date_posted,date_updated,state
Luxury 4 Bedroom Duplex 24 Hours Electricity And Security Lovely Pool,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Extension Victoria Island Lagos,kennedy-otunku,"  90,000/day ", 6DTML,False,False,True,4,4,5,90000,2700000,32850000,2020-08-22,2023-08-11,Lagos
Newly Built 4 Bedroom Flat For Shortlet,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Awuse Estate Opebi Opebi Ikeja Lagos,west-coast-multi-concept-international-services,"  120,000 ", 8DMCJ,True,True,True,4,4,4,120000,1440000,43800000,2020-06-28,2023-08-09,Lagos
Amazing 4 Bedroom Stand Alone Duplex With Excellent Facilities,4 BEDROOM HOUSE FOR SHORTLET, Lekki Phase 1 Lekki Lagos,franklin15,"  150,000/day ", 4FFJF,False,False,True,4,4,5,150000,4500000,54750000,2021-08-23,2023-08-11,Lagos
Sophisticated Standard 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Allen Avenue Ikeja Lagos,shelters-apartment,"  70,000/day ", 0EQAZ,False,False,False,4,9,9,70000,2100000,25550000,2021-04-30,2023-08-09,Lagos
Luxurious 4 Bedroom With 24 Hours Electricity And Security Paid Dstv,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,1004 Victoria Island Lagos,franklin15,"  85,000/day ", 6DUCK,False,False,True,4,4,5,85000,2550000,31025000,2020-08-28,2023-08-11,Lagos
Luxurious 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Suncity Estate Galadinmawa Abuja,up,"  150,000/day ", 9HDYR,False,True,True,4,4,5,150000,4500000,54750000,2022-08-29,2023-08-09,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,cc-cg-homes,"  95,000/day ", 1HLMG,True,True,True,4,4,5,95000,2850000,34675000,2022-10-19,2023-08-11,Abuja
Beautiful 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,"Gra, Ikeja Lagos",property-magnate,"  90,000/day ", 0JHCC,False,True,True,4,5,5,90000,2700000,32850000,2023-04-17,2023-08-09,Lagos
4bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,"Erim Place,royal Prime Estate Ikota Lekki Lagos",alema-property,"  60,000/day ", 5EJEW,True,True,False,4,4,5,60000,1800000,21900000,2021-02-25,2023-08-11,Lagos
Luxurious Clean 4bedroom Duplex Available At Lekki,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lekki Phase 1 Lekki Lagos,barbsconsult-homes-and-properties,"  100,000/day ", 0EQET,False,True,True,4,4,4,100000,3000000,36500000,2021-05-02,2023-08-09,Lagos
Luxurious 4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SHORTLET,"Sam’ila Gwarzo Street, Guzape Abuja",450,"  150,000/day ", 3JVRM,False,False,True,4,4,5,150000,4500000,54750000,2023-07-22,2023-08-11,Abuja
Furnished 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,mls-properties1,"  250,000/day ", 7GZTQ,False,True,True,4,5,5,250000,7500000,91250000,2022-07-27,2023-07-31,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,cc-cg-homes,"  85,000/day ", 7HLLN,True,True,True,4,4,5,85000,2550000,31025000,2022-10-19,2023-08-11,Abuja
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Agidingbi Ikeja Lagos,higherground-realty,"  125,000/day ", 0HBFB,False,True,True,4,4,4,125000,3750000,45625000,2022-08-08,2023-08-13,Lagos
Luxury 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  160,000/day ", 5JQVW,True,True,True,4,4,5,160000,4800000,58400000,2023-06-16,2023-08-11,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Osapa London Lekki Lagos,kennedy-otunku,"  120,000/day ", 8HNUZ,True,True,True,4,4,5,120000,3600000,43800000,2022-11-08,2023-08-11,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Conservation Lekki Lagos,franklin15,"  80,000/day ", 9GECY,True,True,True,4,4,4,80000,2400000,29200000,2022-03-07,2023-08-11,Lagos
Furnished 4 Bedroom Detached Duplex Abuja Nigeria,4 BEDROOM HOUSE FOR SHORTLET,"Mekunwen Road, Brains And Hammers Estate, Life Camp Abuja",cc-cg-homes,"  85,000/day ", 2DVDW,True,True,True,4,4,5,85000,2550000,31025000,2020-09-08,2023-08-11,Abuja
Furnished 4 Bedroom Serviced Apartment,4 BEDROOM HOUSE FOR SHORTLET,Agungi Lekki Lagos,grandporchhomes,"  115,000/day ", 9HTWV,False,True,True,4,4,5,115000,3450000,41975000,2022-12-19,2023-08-09,Lagos
1 Bedroom Shared Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Lekki Lagos,kennedy-otunku,"  30,000/day ", 5JASC,True,True,True,4,1,1,30000,900000,10950000,2023-02-17,2023-08-11,Lagos
New 4 Bedroom Stand Alone Duplex,4 BEDROOM HOUSE FOR SHORTLET,Parkview Estate Ikoyi Lagos,franklin15,"  140,000/day ", 2GAKP,True,True,True,4,4,5,140000,4200000,51100000,2022-02-07,2023-08-11,Lagos
Tastefully Furnished 4bedrooms Duplex With 2 Parlors,4 BEDROOM HOUSE FOR SHORTLET,Orchid Road Lekki Phase 2 Lekki Lagos,higherground-realty,"  90,000 ", 4FXHX,False,True,True,4,4,4,90000,1080000,32850000,2022-01-15,2023-08-13,Lagos
4 Bedroom Fully Serviced Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Off Alade Avenue, Allen Avenue Ikeja Lagos",shelters-apartment,"  100,000/day ", 2JRZE,True,True,True,4,8,8,100000,3000000,36500000,2023-06-24,2023-08-09,Lagos
Exclusive Furnished 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Osapa Osapa London Lekki Lagos,kim-thompson-,"  130,000 ", 0EAFS,True,True,True,4,4,5,130000,1560000,47450000,2020-11-13,2023-08-09,Lagos
Four (4) Bedroom Detached House,4 BEDROOM HOUSE FOR SHORTLET,Kar Farm Estate Iju Lagos,leewardproperties,"  80,000/day ", 0EZCW,False,True,True,4,5,5,80000,2400000,29200000,2021-07-06,2023-08-09,Lagos
Nice Furnished And Spacious 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Osapa London Lekki Lagos,property-magnate,"  100,000/day ", 1FLMN,True,True,True,4,5,5,100000,3000000,36500000,2021-10-03,2023-08-09,Lagos
Luxury And Furnished 4 Bedroom Duplex With Gym And Pool,4 BEDROOM HOUSE FOR SHORTLET,Osapa London Lekki Lagos,outstanding-real-estate-limited,"  135,000 ", 5FSRG,True,True,True,4,4,5,135000,1620000,49275000,2021-11-26,2023-08-09,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,kim-thompson-,"  160,000/day ", 4HTGF,False,True,True,4,4,4,160000,4800000,58400000,2022-12-14,2023-08-09,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Agidingbi Ikeja Lagos,kim-thompson-,"  120,000/day ", 5HMAS,False,True,True,4,4,5,120000,3600000,43800000,2022-10-24,2023-08-09,Lagos
4 Bedroom Terraced Duplex With Bq,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,mls-properties1,"  120,000/day ", 7JMYV,False,True,True,4,4,5,120000,3600000,43800000,2023-05-24,2023-07-31,Abuja
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Adeniyi Jones Ikeja Lagos,fesgomar-integrated-services,"  120,000/day ", 8FUGW,False,False,False,4,4,5,120000,3600000,43800000,2021-12-10,2023-07-31,Lagos
Luxury Four (4) Bedroom Duplex For Short Let!!!!!!,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Ikate Lekki Lagos,dolly-real-estate,"  90,000/day ", 4DRQQ,False,True,True,4,4,5,90000,2700000,32850000,2020-08-05,2023-05-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ado Ajah Lagos,best-idea-realty1,"  110,000/day ", 2JEZQ,True,True,True,4,4,5,110000,3300000,40150000,2023-03-30,2023-08-09,Lagos
Haap Flex 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,"17, Orumbe Close, Victoria Island Victoria Island Lagos",ezekiel-bassey,"  120,000/day ", 5GQCB,False,False,True,4,4,1,120000,3600000,43800000,2022-05-19,2023-08-09,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Conservation Lekki Lagos,kennedy-otunku,"  90,000/day ", 0GEEG,True,True,True,4,4,4,90000,2700000,32850000,2022-03-08,2023-08-11,Lagos
Luxury 4 Bedroom Duplex With Pool & Gym,4 BEDROOM HOUSE FOR SHORTLET,Ikoyi Lagos,franklin15,"  260,000/day ", 3JYNS,True,True,True,4,4,5,260000,7800000,94900000,2023-08-12,2023-08-12,Lagos
Amazing Four Bedroom Duplex With Excellent Facilities,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Agungi Lekki Lagos,franklin15,"  120,000/day ", 6FTKT,True,True,True,4,4,5,120000,3600000,43800000,2021-12-02,2023-08-11,Lagos
Testfully Furnished 4 Bedroom Duplex Self Compound,4 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,outstanding-real-estate-limited,"  90,000 ", 4FVBN,True,False,True,4,4,5,90000,1080000,32850000,2021-12-18,2023-08-09,Lagos
New Amazing 4 Bedroom Stand Alone Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  170,000/day ", 9GADD,True,True,True,4,4,5,170000,5100000,62050000,2022-02-05,2023-08-11,Lagos
New Amazing 4 Bedrooms Stand Alone Duplex,4 BEDROOM HOUSE FOR SHORTLET,Parkview Estate Ikoyi Lagos,franklin15,"  170,000/day ", 3FTQX,True,True,True,4,4,5,170000,5100000,62050000,2021-12-05,2023-08-11,Lagos
Four Bedroom Terrace In Lekki Ikate Comes With A Game Room,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  130,000/day ", 1FUJY,True,True,True,4,4,5,130000,3900000,47450000,2021-12-11,2023-08-11,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  120,000/day ", 6GFYD,True,True,True,4,4,4,120000,3600000,43800000,2022-03-19,2023-08-11,Lagos
Furnish 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Bishop Oluwole Akin Adesola Victoria Island Lagos,kim-thompson-,"  150,000/day ", 4DBGS,False,True,True,4,4,5,150000,4500000,54750000,2020-03-04,2023-08-09,Lagos
Executive 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Very Close To Pay Less Supermarket Lekki Phase 1 Lekki Lagos,bright-innocent1,"  150,000/day ", 9GNZJ,True,True,True,4,4,5,150000,4500000,54750000,2022-05-12,2023-08-02,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,franklin15,"  130,000/day ", 4JPNT,True,True,True,4,4,5,130000,3900000,47450000,2023-06-06,2023-08-11,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,kennedy-otunku,"  160,000/day ", 2HYVG,True,True,True,4,4,5,160000,4800000,58400000,2023-02-02,2023-08-11,Lagos
"Decent 4 Bedroom Duplex ,self Compound",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Awuse State Opebi Opebi Ikeja Lagos,shelters-apartment,"  70,000/day ", 1FCJL,False,False,False,4,6,6,70000,2100000,25550000,2021-07-31,2023-07-31,Lagos
New Luxurious 4 Bedroom Stand Alone Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  120,000/day ", 5FYZL,True,True,True,4,4,5,120000,3600000,43800000,2022-01-28,2023-08-11,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,ojr,"  140,000/day ", 7JWZB,False,True,True,4,5,5,140000,4200000,51100000,2023-08-01,2023-08-13,Lagos
Luxury 4 Bedroom Terrace Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Orchid Lekki Phase 1 Lekki Lagos,star_homes,"  110,000/day ", 9JMPW,False,False,True,4,4,5,110000,3300000,40150000,2023-05-22,2023-08-13,Lagos
"Exclusive 4bedroom Apartment , Comes With Good Facilities,",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  95,000/day ", 5EFWR,True,True,True,4,4,5,95000,2850000,34675000,2021-01-30,2023-08-11,Lagos
Finished 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Oniru Victoria Island Lagos,kim-thompson-,"  110,000/day ", 8FPTF,False,True,True,4,4,5,110000,3300000,40150000,2021-10-31,2023-08-09,Lagos
Furnished 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Thomas Estate Ajah Lagos,franklin15,"  90,000/day ", 2FAYB,False,False,True,3,3,4,90000,2700000,32850000,2021-07-18,2023-08-11,Lagos
Luxury 3 Bedroom Apartment With Good Facilities,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,franklin15,"  85,000/day ", 3FAYD,False,False,True,3,3,4,85000,2550000,31025000,2021-07-18,2023-08-11,Lagos
Luxury 3 Bedroom Short Let Apartment With Good Facilities Comes With Swimming Pool,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,franklin15,"  80,000/day ", 1FFFE,False,False,True,3,3,4,80000,2400000,29200000,2021-08-22,2023-08-11,Lagos
Amazing 3 Bedroom With Sea View And Pool,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  100,000/day ", 6GBSP,True,True,True,3,3,4,100000,3000000,36500000,2022-02-17,2023-08-11,Lagos
Luxurious 3 Bedroom Stand Alone Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  150,000/day ", 2FPMS,False,True,True,3,3,4,150000,4500000,54750000,2021-10-28,2023-08-11,Lagos
Executive 3 Bedroom Apartment With Swimming Pool,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  95,000/day ", 5FTDV,True,True,True,3,3,4,95000,2850000,34675000,2021-12-01,2023-08-11,Lagos
Amazing New 3 Bedroom With Snooker Board And Swimming Pool,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  120,000/day ", 7FWDU,True,True,True,3,3,4,120000,3600000,43800000,2022-01-04,2023-08-11,Lagos
New 3 Bedroom In Banana Island Comes With Swimming Pool & Gym,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,franklin15,"  170,000/day ", 5FYNY,True,True,True,3,3,4,170000,5100000,62050000,2022-01-25,2023-08-11,Lagos
New Luxurious Three Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,leewardproperties,"  200,000/day ", 7FYSJ,True,True,True,3,3,4,200000,6000000,73000000,2022-01-26,2023-08-11,Lagos
New Luxurious Three Bedroom,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Eko Atlantic Victoria Island Lagos,property-magnate,"  160,000/day ", 9EPEW,False,False,False,4,4,5,160000,4800000,58400000,2021-04-21,2023-08-09,Lagos
Tastefully Finished And Furnished 4 Bedroom Maisonette,4 BEDROOM HOUSE FOR SHORTLET,Off Oba Akinjobi Way Ikeja Gra Ikeja Lagos,leewardproperties,"  70,000/day ", 3FUAX,False,True,True,4,5,5,70000,2100000,25550000,2021-12-08,2023-08-09,Lagos
4bedroom Self Compound With Pool,4 BEDROOM HOUSE FOR SHORTLET,Osapa London Lekki Lagos,future-pride-homes-and-properties-ltd,"  95,000/day ", 0JJNC,False,False,False,4,4,5,95000,2850000,34675000,2023-04-27,2023-08-09,Lagos
Furnished 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,"Spring Bay Estate, Off Freedom Way, Ikate Lekki Lagos",west-coast-multi-concept-international-services,"  150,000/day ", 2FVWA,False,True,True,3,3,4,150000,4500000,54750000,2021-12-30,2023-08-09,Lagos
Luxury 3 Bedroom Service Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Off Modupe Odunlami Street, By New Market Road Oniru Victoria Island Lagos",kim-thompson-,"  90,000/day ", 3HUYD,False,True,True,3,3,3,90000,2700000,32850000,2022-12-28,2023-07-31,Lagos
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Banana Island Ikoyi Lagos,kim-thompson-,"  280,000/day ", 9FRES,True,True,True,3,3,4,280000,8400000,102200000,2021-11-13,2023-08-09,Lagos
2units Of 3bedroom Terraces,3 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kim-thompson-,"  100,000 ", 8JVAP,True,True,True,3,3,4,100000,1200000,36500000,2023-07-18,2023-08-09,Lagos
New Luxurious Three Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,higherground-realty,"  120,000/day ", 1HGGG,False,True,True,3,3,4,120000,3600000,43800000,2022-09-16,2023-08-09,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,White Beach Estate Ologolo Lekki Lagos,kennedy-otunku,"  140,000/day ", 7HRVE,True,True,True,3,3,4,140000,4200000,51100000,2022-12-01,2023-08-09,Lagos
Furnish 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Parkview Estate Ikoyi Lagos,kim-thompson-,"  140,000/day ", 4HBRH,False,True,True,4,4,4,140000,4200000,51100000,2022-11-23,2023-08-09,Lagos
Premium 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Glover Road Old Ikoyi Ikoyi Lagos,kim-thompson-,"  18,000,000/year ", 4JBJN,True,True,True,4,4,5,49315.068493150684,1500000.0,18000000,2022-08-11,2023-08-13,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,kim-thompson-,"  180,000/day ", 7HQTE,False,True,True,3,3,4,180000,5400000,65700000,2023-02-24,2023-08-11,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Lekki Lagos,higherground-realty,"  120,000/day ", 2JFDF,True,True,True,3,3,4,120000,3600000,43800000,2023-03-31,2023-08-09,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikota Estate Ikota Lekki Lagos,beyond-limits-ventures,"  135,000/day ", 1JETL,False,True,True,3,3,4,135000,4050000,49275000,2023-03-28,2023-08-09,Lagos
Furnish 3 Bedroom Penthouse,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Phase 1 Lekki Lagos,cc-cg-homes,"  110,000/day ", 1GNJE,False,True,True,4,4,4,110000,3300000,40150000,2022-05-08,2023-08-13,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Gerard Road Ikoyi Lagos,franklin15,"  55,000 ", K2105,False,False,False,4,0,0,55000,660000,20075000,2017-11-14,2023-08-13,Lagos
Lovely 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Cromwell Chevron Lekki Lagos,grandporchhomes,"  85,000/day ", 1HLJU,True,True,True,4,4,5,85000,2550000,31025000,2022-10-18,2023-08-11,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikota Royal Estate Ikota Lekki Lagos,franklin15,"  130,000/day ", 6JPNT,True,True,True,4,4,5,130000,3900000,47450000,2023-06-06,2023-08-11,Lagos
Luxury 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,"N11w 1, Brains And Hammers City, Life Camp Abuja",franklin15,"  100,000/day ", 9EAMB,False,False,False,4,4,5,100000,3000000,36500000,2020-11-16,2023-08-09,Abuja
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,distinct-pragmatic-limited,"  150,000/day ", 4JXCZ,True,True,False,4,4,4,150000,4500000,54750000,2023-08-02,,Lagos
Exquisite Four Bedroom Semi Detached Duplex Shortlet Apartment,4 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,distinct-pragmatic-limited,"  250,000/day ", 7FSZF,True,True,True,3,3,4,250000,7500000,91250000,2021-11-29,2023-08-11,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Orchid Road Along Lekki Expressway Lekki Lagos,distinct-pragmatic-limited,"  140,000/day ", 4GFYA,True,True,True,3,3,3,140000,4200000,51100000,2022-03-19,2023-08-11,Lagos
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Victoria Island Lagos,kennedy-otunku,"  90,000/day ", 3GEQC,True,True,True,3,3,3,90000,2700000,32850000,2022-03-10,2023-08-11,Lagos
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikoyi Lagos,franklin15,"  75,000/day ", 3HNPJ,False,False,False,3,3,4,75000,2250000,27375000,2022-11-05,2023-07-31,Lagos
3 Bedroom Serviced Apartment,3 BEDROOM HOUSE FOR SHORTLET,Banana Island Ikoyi Lagos,ezekiel-bassey,"  160,000/day ", 2JCJW,False,True,True,3,3,4,160000,4800000,58400000,2023-03-07,2023-07-31,Lagos
Fully Furnished 3 Bedroom Flat,3 BEDROOM HOUSE FOR SHORTLET,Prime Water Garden 2 Lekki Phase 1 Lekki Lagos,franklin15,"  105,000/day ", 3JKFY,False,False,False,3,3,4,105000,3150000,38325000,2023-05-03,2023-07-31,Lagos
Luxury 3 Bedroom With Executive Facilities And 24 Hours Light And Security,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Eko Atlantic Victoria Island Lagos,kim-thompson-,"  200,000/day ", 9DRYA,False,False,True,3,3,4,200000,6000000,73000000,2020-08-07,2023-08-11,Lagos
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,kennedy-otunku,"  95,000/day ", 1GENV,True,True,True,4,4,5,95000,2850000,34675000,2022-03-10,2023-08-11,Lagos
Executive New 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,shelters-apartment,"  130,000/day ", 3FVBL,False,True,True,4,4,1,130000,3900000,47450000,2021-12-18,2023-08-11,Lagos
Haap Flex 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,"No 4, Isujeh Street, Off Spa Road Ikate Lekki Lagos",kennedy-otunku,"  110,000/day ", 2GQEP,False,False,True,4,4,5,110000,3300000,40150000,2022-05-20,2023-08-09,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,ase-ltd,"  120,000/day ", 1HENN,True,True,True,4,4,5,120000,3600000,43800000,2022-09-02,2023-08-11,Lagos
Newly Built Furnished 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Chevy View Estate Chevron Lekki Lagos,ase-ltd,"  85,000 ", 8CLAB,True,False,False,4,4,4,85000,1020000,31025000,2019-07-23,2023-08-09,Lagos
Well Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,cc-cg-homes,"  140,000/day ", 9GKNQ,True,True,True,4,8,8,140000,4200000,51100000,2022-04-15,2023-08-11,Lagos
4 Bedrooms Duplex,4 BEDROOM HOUSE FOR SHORTLET,Anthony Village Maryland Lagos,kennedy-otunku,"  75,000/day ", 3GUCN,False,False,False,4,4,5,75000,2250000,27375000,2022-06-14,2023-07-31,Lagos
Luxurious 4 Bedroom With Executive Bar And Snooker Board,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,property-magnate,"  250,000/day ", 3DUHM,False,False,True,4,4,5,250000,7500000,91250000,2020-08-30,2023-08-11,Lagos
4 Bedrooms Apartment,4 BEDROOM HOUSE FOR SHORTLET,Ikeja Lagos,gcs-homes-ltd,"  160,000/day ", 0HWYW,False,True,True,4,4,4,160000,4800000,58400000,2023-01-16,2023-08-13,Lagos
4 Bedroom Maisonette (fully Serviced),4 BEDROOM HOUSE FOR SHORTLET,Gerard Road Ikoyi Lagos,wwwgoshensquarecom,"  180,000/day ", 9HTNX,True,True,True,4,4,5,180000,5400000,65700000,2022-12-16,2023-08-13,Lagos
Furnished 4 Bedroom Semi Detached House Lekki Phase 1 Lagos,4 BEDROOM HOUSE FOR SHORTLET,B19 Victoria Bay 3 Estate Ikate Lekkki Lagos Lekki Phase 1 Lekki Lagos,bright-innocent1,"  130,000/day ", 6FPVX,True,True,True,4,4,4,130000,3900000,47450000,2021-11-01,2023-08-11,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  90,000/day ", 8GEZL,True,True,True,4,5,5,90000,2700000,32850000,2022-03-13,2023-08-11,Lagos
Exquisite 4 Bedroom Apartment. Osapa Lekki,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Osapa London Lekki Lagos,kennedy-otunku,"  100,000/day ", 2FRZL,False,True,True,4,5,5,100000,3000000,36500000,2021-11-20,2023-08-09,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Osapa London Lekki Lagos,future-pride-homes-and-properties-ltd,"  130,000/day ", 0HSQN,True,True,True,4,4,4,130000,3900000,47450000,2022-12-08,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikota Road Lekki Lagos,leewardproperties,"  90,000/day ", 9JKPX,True,True,True,4,4,5,90000,2700000,32850000,2023-05-05,2023-08-09,Lagos
Luxury 4bedroom Studio Apartment,4 BEDROOM HOUSE FOR SHORTLET,Gwarinpa Abuja,rb-estatemgtrealtorsng,"  140,000 ", 4FVZE,False,True,True,4,4,5,140000,1680000,51100000,2022-01-01,2023-08-02,Abuja
4 Bedroom Apartment At Lekki Phase 1,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,megalux-homes,"  250,000/day ", 3JPRK,True,True,True,4,4,4,250000,7500000,91250000,2023-06-06,2023-08-11,Lagos
