title,categories,address,agent,price,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_per_day_₦,price_per_month_₦,price_per_year_₦,date_posted,date_updated,state
Newly Built 2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Sangotedo Ajah Lagos,temmyobis-residence,"  40,000/day ", 7JTFJ,True,True,True,2,2,3,40000,1200000,14600000,2023-07-05,2023-07-31,Lagos
2 Bedroom House Apartment In Alakia Ibadan For Shortlet,2 BEDROOM HOUSE FOR SHORTLET,Off Olosan Road Alakia Ibadan Alakia Ibadan Oyo,seaview-luxury-homes,"  100,000/day ", 3JVBY,True,True,True,2,2,2,100000,3000000,36500000,2023-07-19,2023-08-13,Oyo
2 Bedroom Flat For Shortlet In Ikate Lekki,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Cyberville Estate Besides Victoria Bay 3 Extension Off Nike Art Gallery Road Ikate Lekki Lagos,kennedy-otunku,"  40,000/day ", 7HEBK,True,True,True,2,2,3,40000,1200000,14600000,2022-08-30,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,chima-ottah-chima-associates1,"  80,000/day ", 3JBJP,True,True,True,2,3,3,80000,2400000,29200000,2023-02-24,2023-08-11,Lagos
Beautifully Finished 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,homeyrealtyteam,"  65,000/day ", 4FPPH,False,True,True,2,3,3,65000,1950000,23725000,2021-10-29,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,higherground-realty,"  100,000/day ", 5JLQA,False,False,True,2,2,2,100000,3000000,36500000,2023-05-13,2023-08-13,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,landlord-hero,"  82,000/day ", 7JWJR,False,True,True,2,2,2,82000,2460000,29930000,2023-07-28,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ozumba Kofo Abayomi Victoria Island Lagos,tedd-properties-estate-developer,"  90,000/day ", 9DTDL,False,True,True,2,2,3,90000,2700000,32850000,2020-08-19,2023-08-12,Lagos
2bedrooms Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Kunsela Road Ikate Lekki Lagos,west-coast-multi-concept-international-services,"  60,000/day ", 2JKJE,False,False,False,2,0,0,60000,1800000,21900000,2023-05-04,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,No agent,"  75,000/day ", 6HYFZ,False,True,True,2,2,3,75000,2250000,27375000,2023-01-27,2023-08-09,Lagos
Executive 2 Bedroom Luxury Apartment,2 BEDROOM HOUSE FOR SHORTLET,Eko Atlantic Victoria Island Lagos,mafik75-homes-ltd,"  115,000 ", 9DAWZ,True,True,True,2,2,3,115000,1380000,41975000,2020-02-28,2023-08-09,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Glover Road Old Ikoyi Ikoyi Lagos,property-magnate,"  55,000 ", 2BZZC,False,False,True,2,2,3,55000,660000,20075000,2019-02-05,,Lagos
Furnished 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Dstv Office Area Akala Express Ibadan Oyo,persisgrace-nigeria-limited,"  25,000/day ", 0HAMB,False,False,True,2,0,0,25000,750000,9125000,2022-08-02,2023-08-09,Oyo
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Bolaji Banwo Surulere Adeniran Ogunsanya Surulere Lagos,t-money-properties,"  50,000/day ", 5HCCZ,True,True,True,2,3,3,50000,1500000,18250000,2022-08-15,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Magodo Gra Phase 1 Ojodu Lagos,west-coast-multi-concept-international-services,"  50,000/day ", 2GYGV,True,True,True,2,3,3,50000,1500000,18250000,2022-07-16,2023-08-09,Lagos
Luxurious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Shagari Estate Egbeda Alimosho Lagos,kim-thompson-,"  45,000 ", 2JPXF,True,False,False,2,2,3,45000,540000,16425000,2023-06-08,2023-08-09,Lagos
Brand New 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Alogba Ikorodu Lagos,mls-properties1,"  70,000/day ", 0FSVZ,True,True,True,2,2,3,70000,2100000,25550000,2021-11-28,2023-08-09,Lagos
Furnish 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Ikate Lekki Lagos,distinct-pragmatic-limited,"  60,000/day ", 4JAXS,False,False,False,2,3,3,60000,1800000,21900000,2023-02-20,2023-07-31,Lagos
Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,maselhomesnproperties,"  110,000/day ", 8JCJX,False,True,True,2,2,3,110000,3300000,40150000,2023-03-07,2023-07-31,Abuja
Waterfront 2 Bedroom Serviced Apartment,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,dpositive,"  75,000/day ", 8GUWJ,False,True,False,2,3,3,75000,2250000,27375000,2022-06-20,2023-08-09,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,portia-otome-ididigba,"  70,000/day ", 8JPHN,False,True,True,2,0,0,70000,2100000,25550000,2023-06-04,2023-08-09,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,grandporchhomes,"  80,000/day ", 8JACN,False,True,True,2,2,3,80000,2400000,29200000,2023-02-13,2023-08-09,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,homeyrealtyteam,"  80,000/day ", 4HTPN,True,True,True,2,2,3,80000,2400000,29200000,2022-12-16,2023-08-09,Lagos
2 Bedroom Maisonette,2 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,zafiro-homes-and-events,"  120,000/day ", 3JKUY,False,True,True,2,3,3,120000,3600000,43800000,2023-05-07,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,shedrack-luka,"  60,000/day ", 3EPZR,False,True,True,2,2,3,60000,1800000,21900000,2021-04-29,2023-08-09,Abuja
Strategic Furnished And Serviced 2 Bedroom Apartment In A Nice Neighborhood,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Modern Farming Area, Oluyole Extension, Oluyole Estate Oluyole Estate Ibadan Oyo",zafiro-homes-and-events,"  85,000/day ", 1DWHF,True,True,True,2,2,3,85000,2550000,31025000,2020-09-21,2023-08-12,Oyo
Tastefully Furnished Executive 2bedrooms Flat,2 BEDROOM HOUSE FOR SHORTLET,Zone 7 Wuse 1 Abuja,sacrealty,"  60,000/day ", 0GJVF,False,True,True,2,2,3,60000,1800000,21900000,2022-04-09,2023-08-09,Abuja
Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Lane 4 Oluode Estate Near Orange Gate, Oluyole Extension Oluyole Estate Ibadan Oyo",franklin15,"  70,000/day ", 7GSPY,True,True,True,2,2,3,70000,2100000,25550000,2023-08-07,2023-08-11,Oyo
2 Bedroom Apartment,2 BEDROOM COMMERCIAL PROPERTY FOR SHORTLET,Admiralty Way Lekki Phase 1 Lekki Lagos,real-property-consult,"  50,000/day ", 6GFVU,True,True,True,2,2,2,50000,1500000,18250000,2022-03-18,2023-08-11,Lagos
Well Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,property-magnate,"  400,000 ", 6DGNG,True,True,True,2,2,3,400000,4800000,146000000,2020-05-17,2023-07-31,Lagos
"To Let: Nice Lovely Decent Furnished 2bedroom Flat On Moore Road Yaba Lagos Price N400k Per Month Comes With Aircondition, Water Heater, Furniture, Bed, Wardrobe. Nepa Bill Payed For 1year Already. Dstv Subscription Payed For 1year Too. There’s A Generat",2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Sabo Yaba Lagos,leewardproperties,"  35,000/day ", 8HAHN,True,True,True,2,3,3,35000,1050000,12775000,2022-08-01,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Mapplewood Estate Oko Oba Agege Lagos,egcentproperty,"  50,000/day ", 1DBAV,False,True,True,2,2,2,50000,1500000,18250000,2020-03-02,2023-08-09,Lagos
Nicely Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Marwa Garden, Alausa Alausa Ikeja Lagos",No agent,"  1,500,000/month ", 8GQWB,False,True,True,2,2,3,50000.0,1500000,18000000,2022-05-24,2023-08-09,Lagos
2 Bedroom Privately Gated Luxury Duplex,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,jien,"  70,000/day ", 8JTUQ,False,False,False,2,2,0,70000,2100000,25550000,2023-07-09,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Egbeda Alimosho Lagos,olayinka-sobambi,"  15,000 ", Q4072,True,True,True,2,3,3,15000,180000,5475000,2018-02-24,,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ire Akari Isolo Lagos,dob-global-associates-limited,"  1,100,000/month ", 6JHGZ,True,False,False,2,2,2,36666.666666666664,1100000,13200000,2023-04-18,2023-08-13,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Opposite Eti Osa Local Government Idado Lekki Lagos,property-magnate,"  100,000 ", 4FTCW,True,True,True,2,2,3,100000,1200000,36500000,2021-11-30,2023-08-09,Lagos
Mini Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekkk Chevron Lekki Lagos,gudness-reality-ventures1,"  60,000/day ", 4JUCQ,False,True,True,2,3,3,60000,1800000,21900000,2023-07-12,2023-08-08,Lagos
2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Cyberville Estate, Lekki Horizon By Elegushi Beach On Nike Art Gallery Road, Ikate Lekki Lagos",laprenge-properties,"  45,000/day ", 7HEPT,True,False,True,2,2,3,45000,1350000,16425000,2022-09-03,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Sabo Yaba Lagos,property-magnate,"  80,000/day ", 4HMDQ,False,True,False,2,2,3,80000,2400000,29200000,2022-10-25,2023-08-09,Lagos
2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Orchid Road Lekki Lagos,bright-innocent1,"  40,000/day ", 6GDEQ,False,True,True,2,3,3,40000,1200000,14600000,2022-02-28,2023-07-03,Lagos
Affordable 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Orchid Road Chevron Lekki Lagos,homeyrealtyteam,"  45,000/day ", 0HDRE,False,True,True,2,2,3,45000,1350000,16425000,2022-08-26,2023-08-09,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Bode Thomas Surulere Lagos,kennedy-otunku,"  65,000 ", 3GBFC,False,True,True,2,3,3,65000,780000,23725000,2022-02-13,2023-08-02,Lagos
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maitama Abuja,royalrealtors,"  80,000/day ", 7JHXP,True,True,True,2,2,3,80000,2400000,29200000,2023-04-23,2023-08-13,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,1st Avenue Gwarinpa Abuja,oputa-jay-apartments,"  85,000,000/day ", 7GQSD,False,True,True,2,2,3,85000000,2550000000,31025000000,2022-05-23,2023-08-11,Abuja
A Premium 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,homplug,"  80,000/day ", 4FVGL,False,True,True,2,2,3,80000,2400000,29200000,2021-12-21,2023-08-09,Lagos
Fully Furnished 2 Bedroom,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,t-money-properties,"  50,000/day ", 7HJHY,False,False,False,2,2,2,50000,1500000,18250000,2022-10-03,2023-08-09,Abuja
2 Bedroom Massionette,2 BEDROOM HOUSE FOR SHORTLET,Asokoro Abuja,samuel-oluwatosin,"  1,350,000/month ", 1JSPM,True,True,True,2,3,3,45000.0,1350000,16200000,2023-06-30,2023-08-10,Abuja
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,New Road Igbo Efon Lekki Lagos,landlord-hero,"  45,000/day ", 9FENR,True,True,True,2,3,2,45000,1350000,16425000,2021-08-17,2023-08-09,Lagos
Executive 2 Bedroom Serviced Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Peace Estate Baruwa Ipaja Lagos,the-kings-real-estate-consultancy,"  35,000/day ", 2HBWJ,False,True,True,2,2,3,35000,1050000,12775000,2022-08-12,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ajao Estate Isolo Lagos,tonybee-properties-limited,"  50,000 ", 2DTSY,False,False,True,2,3,3,50000,600000,18250000,2020-08-24,2023-08-12,Lagos
2bedrooms Flat For Shortlet,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Shonibare Estate Maryland Ikeja Lagos,star_homes,"  80,000/day ", 8HHJN,False,False,True,2,2,3,80000,2400000,29200000,2022-09-25,2023-08-11,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Anthony Village Maryland Lagos,pdan-property-lagos,"  50,000/day ", 8HKAB,True,False,True,2,2,3,50000,1500000,18250000,2022-10-07,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR SHORTLET,Ashi Bodija Ibadan Oyo,kennedy-otunku,"  60,000/day ", 4JBJH,False,False,False,2,2,2,60000,1800000,21900000,2023-02-24,2023-08-13,Oyo
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lakeview Estate Phase 2 Festac Amuwo Odofin Lagos,kim-thompson-,"  65,000/day ", 0HZDU,True,True,True,2,2,3,65000,1950000,23725000,2023-02-05,2023-08-13,Lagos
2bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Ogudu Gra Ogudu Lagos,samuel-oluwatosin,"  90,000/day ", 4HXRS,True,True,True,2,2,3,90000,2700000,32850000,2023-01-22,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,property-magnate,"  50,000/day ", 5GCFZ,True,True,True,2,3,3,50000,1500000,18250000,2022-02-21,2023-08-09,Lagos
Furnish 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogunnisi Berger Ojodu Lagos,franklin15,"  45,000/day ", 9JRZD,False,True,True,2,3,3,45000,1350000,16425000,2023-06-24,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Unity Estate, Egbeda Alimosho Lagos",mrmideoseni-homes-properties,"  65,000/day ", 8FTRB,True,True,True,2,2,3,65000,1950000,23725000,2021-12-05,2023-08-09,Lagos
2 Bedroom Fully Furnished Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikeja Gra Ikeja Lagos,property-magnate,"  150,000/day ", 1JPNU,False,False,False,2,2,3,150000,4500000,54750000,2023-06-06,2023-08-11,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,property-magnate,"  65,000/day ", 2JFBA,False,False,False,2,3,3,65000,1950000,23725000,2023-03-30,2023-08-12,Lagos
2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Carlton Gate Estate Akobo Ibadan Oyo,chima-ottah-chima-associates1,"  55,000/day ", 4HQEM,True,True,True,2,3,3,55000,1650000,20075000,2022-11-19,2023-08-09,Oyo
Beautiful 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogba Gra Ogba Lagos,samuel-oluwatosin,"  60,000/day ", 9HLCE,False,False,False,2,2,3,60000,1800000,21900000,2022-10-17,2023-08-09,Lagos
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,C Ogba Gra Ogba Lagos,cnhomes,"  70,000/day ", 0DSAD,False,True,True,2,3,3,70000,2100000,25550000,2020-08-08,2023-08-13,Lagos
Palacial 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki 1 Lekki Phase 1 Lekki Lagos,doda-properties-ltd,"  40,000/day ", 6FWZG,True,True,True,2,2,2,40000,1200000,14600000,2022-01-12,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Shagari Estate Egbeda Alimosho Lagos,No agent,"  60,000/day ", 1JLVA,True,True,True,2,2,0,60000,1800000,21900000,2023-05-15,2023-08-13,Lagos
Furnished 2 Bedroom Flat+ Bq,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Greenfield Estate, Ago Palace Okota Lagos",megalux-homes,"  60,000/day ", 5FPPW,False,False,False,2,2,0,60000,1800000,21900000,2021-10-29,2023-08-09,Lagos
Ineffable 2 Bedroom Bungalow In A Very Serene Environment,2 BEDROOM HOUSE FOR SHORTLET,Gwarinpa Gwarinpa Abuja,tedd-properties-estate-developer,"  35,000 ", 9BZEM,False,True,True,2,2,3,35000,420000,12775000,2019-01-22,,Abuja
2 Bedroom Mini Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET," plot 5, Oladipo Diya Way, Gudu, Gaduwa Abuja",mls-properties1,"  90,000 ", 4HAFZ,True,True,False,2,2,3,90000,1080000,32850000,2022-08-01,2023-08-09,Abuja
Sumptuous 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,dpositive,"  70,000/day ", 8JPGY,False,True,True,2,2,3,70000,2100000,25550000,2023-06-04,2023-07-31,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,wwwplusworldrealtorscomng,"  100,000/day ", 4JWHL,False,True,False,2,0,0,100000,3000000,36500000,2023-07-27,2023-07-31,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Gilmore Jahi Abuja,mando-properties,"  80,000/day ", 7HZYG,False,False,True,2,2,2,80000,2400000,29200000,2023-02-11,2023-08-09,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Salem Ikate Lekki Lagos,gudness-reality-ventures1,"  80,000/day ", 0JXBW,False,False,True,2,2,3,80000,2400000,29200000,2023-08-02,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Osapa London Lekki Lagos,property-magnate,"  60,000/day ", 9HGWA,False,False,True,2,2,3,60000,1800000,21900000,2022-09-21,2023-08-09,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Conservation Road Lekki Lagos,property-magnate,"  43,000 ", 5FSCL,False,True,True,2,3,3,43000,516000,15695000,2021-11-22,2023-08-09,Lagos
2 Bedroom Shortlet Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Gra Ikota Lekki Lagos,mando-properties,"  55,000/day ", 1JRHQ,False,True,True,2,3,3,55000,1650000,20075000,2023-06-20,2023-08-09,Lagos
Beautiful Two Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Festac Amuwo Odofin Lagos,distinct-pragmatic-limited,"  45,000/day ", 9HDRQ,False,False,True,2,2,3,45000,1350000,16425000,2022-08-26,2023-08-09,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Bode Thomas Surulere Lagos,t-money-properties,"  65,000/day ", 0HAPJ,False,False,True,2,2,3,65000,1950000,23725000,2022-08-03,2023-07-31,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lsdpc Lekki Phase 1 Lekki Lagos,apartmentf4,"  65,000 ", 7FTXV,True,True,True,2,3,3,65000,780000,23725000,2021-12-07,2023-07-31,Lagos
2 Bedroom Oceanview,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,propertywire-nigeria-limited,"  75,000/day ", 6JSLW,False,True,False,2,2,2,75000,2250000,27375000,2023-05-25,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,decade-homes-housing-mall,"  80,000/day ", 0GUCL,True,True,False,2,3,3,80000,2400000,29200000,2023-06-29,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Ikota Lekki Lagos,barbsconsult-homes-and-properties,"  65,000/day ", 3JNBU,False,True,True,2,2,3,65000,1950000,23725000,2022-06-14,2023-08-11,Lagos
Luxurious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Megamound Estate Lekki Lagos,egcentproperty,"  90,000/day ", 4JWGG,True,True,True,2,2,2,90000,2700000,32850000,2023-07-27,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,dpositive,"  65,000/day ", 3EQER,False,True,True,2,2,3,65000,1950000,23725000,2021-05-02,2023-08-09,Abuja
Executive 2bedroom Shortlets At Parkview Estate Ikoyi,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Parkview Estate Parkview Estate Ikoyi Lagos,egcentproperty,"  90,000/day ", 8GSHR,False,True,True,2,0,0,90000,2700000,32850000,2022-06-03,2023-08-09,Lagos
2 Bedroom Luxury Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,geobrooks,"  75,000/day ", 4JMMT,False,True,False,2,2,3,75000,2250000,27375000,2023-05-21,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,gudness-reality-ventures1,"  75,000/day ", 7GJPC,False,False,True,2,1,1,75000,2250000,27375000,2022-04-07,2023-08-09,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kim-thompson-,"  65,000/day ", 6JSBR,False,False,True,2,2,3,65000,1950000,23725000,2023-06-26,2023-08-09,Lagos
2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SHORTLET,"Eyitayo & Olalekan Street, Olayiwola Avenue,oke'badan Akobo Ibadan Oyo",kim-thompson-,"  65,000/day ", 1ELGC,False,True,True,2,2,3,65000,1950000,23725000,2021-03-18,2023-07-31,Oyo
Lovely Luxury 2 Bedroom Flat,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase1 Lekki Phase 1 Lekki Lagos,distinct-pragmatic-limited,"  100,000/day ", 1HFKV,False,True,True,2,2,3,100000,3000000,36500000,2022-09-09,2023-08-09,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Awolowo Road Ikoyi Lagos,outstanding-real-estate-limited,"  70,000/day ", 4FTJK,True,True,True,2,2,3,70000,2100000,25550000,2021-12-02,2023-08-09,Lagos
Furnish 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Platinum Way Ikate Lekki Lagos,sacrealty,"  90,000/day ", 5HMAR,True,True,True,2,2,3,90000,2700000,32850000,2022-10-24,2023-08-09,Lagos
2 Bedroom Penthouse,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,zete-limited,"  65,000/day ", 1GSWY,True,True,True,2,2,3,65000,1950000,23725000,2022-06-07,2023-08-09,Lagos
Furnished 2bedroom Apartments,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,royalrealtors,"  130,000 ", 5EXSW,False,True,True,2,2,3,130000,1560000,47450000,2021-06-26,2023-08-09,Lagos
Two Bedrooms Short Lets Partments,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,prince-ademola-osinuga,"  90,000/day ", 5JERC,False,False,False,2,2,3,90000,2700000,32850000,2023-03-27,2023-08-09,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Klin Coat Estate Jahi Abuja,No agent,"  145,000 ", 0EEBS,False,True,True,2,2,3,145000,1740000,52925000,2021-01-08,2023-08-11,Abuja
Prince Ademola Osinuga Exotic 2 Bedroom Furnished Apartment For Shortlet,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,... Eko Atlantic Victoria Island Lagos,kim-thompson-,"  40,000 ", 4BZPE,False,False,True,2,2,0,40000,480000,14600000,2019-01-29,,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET, Parkview Estate Ikoyi Lagos,joeetoniru,"  100,000/day ", 3HMMR,False,True,False,2,2,3,100000,3000000,36500000,2022-10-27,2023-08-11,Lagos
Luxury 2 Bedroom Apartment With Rooftop Swimming Pool,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Old Ikoyi Ikoyi Lagos,kim-thompson-,"  70,000/day ", 1DUWC,False,True,True,2,2,3,70000,2100000,25550000,2020-09-04,2023-08-09,Lagos
Spacious 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Ikate Lekki Lagos,kim-thompson-,"  110,000/day ", 9JPYF,True,True,True,2,2,3,110000,3300000,40150000,2023-06-09,2023-08-09,Lagos
Furnish 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Shoreline Drive Gerard Road Ikoyi Lagos,franklin15,"  70,000/day ", 4GFYB,True,True,True,2,2,2,70000,2100000,25550000,2022-03-19,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Victoria Island Lagos,prince-uche,"  75,000/day ", 0JWPM,False,False,False,2,3,3,75000,2250000,27375000,2023-07-29,2023-08-09,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Coker Road Ilupeju Lagos,bluehedgerealtors,"  50,000/day ", 5HAVF,True,True,True,2,2,3,50000,1500000,18250000,2022-08-04,2023-08-11,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR SHORTLET,Opic Estate Isheri North Ojodu Lagos,property-magnate,"  55,000/day ", 6JLLW,True,True,True,2,3,3,55000,1650000,20075000,2023-05-12,2023-08-09,Lagos
Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogudu Gra Ogudu Lagos,kim-thompson-,"  70,000/day ", 8JCSH,False,True,True,2,2,3,70000,2100000,25550000,2023-03-10,2023-08-09,Lagos
Two Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Opebi Ikeja Lagos,first-homes1,"  100,000/day ", 8FVEY,False,False,False,2,3,3,100000,3000000,36500000,2021-12-21,2023-07-31,Lagos
