title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,type,state
Luxurious 4 Bedrooms Terraced Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,478, 1KCLR,False,True,False,4,4,5,5000000,2023-09-08,,rent,Lagos
Luxurious 3 Bedroom Apartment With Swimming Pool & Gym,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,dunovellapropertiesltd, 0KCLR,False,True,False,3,3,4,7000000,2023-09-08,,rent,Lagos
Executive 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ago Palace Okota Lagos,onuoha-bright-chika, 9KCLQ,False,False,True,2,3,3,700000,2023-09-08,2023-09-08,rent,Lagos
Spacious En Suites 3bedroom,3 BEDROOM HOUSE FOR RENT,Oke Ira Ogba Lagos,gudness-reality-ventures1, 8KCLQ,True,False,False,2,2,3,1700000,2023-09-08,,rent,Lagos
Newly Built Modern 2 Bedrooms Flats In A Serene Area,2 BEDROOM FLAT / APARTMENT FOR RENT,Beside Lagos Business School Olokonla Ajah Lagos,limelight, 5KCJW,False,True,False,2,3,3,2000000,2023-09-08,,rent,Lagos
"Liesure Court, Alaka Estate, Surulere, Lagos State.",2 BEDROOM FLAT / APARTMENT FOR RENT,Alaka Estate Surulere Lagos,royalpropertykonsult, 4KCJW,False,False,False,5,5,6,3700000,2023-09-08,,rent,Lagos
5 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 3KCJW,False,False,False,0,0,0,20000000,2023-09-08,,rent,Lagos
A Room Self Contain At Adeoje Estate Akala Express,FLAT / APARTMENT FOR RENT,Adeoje Estate Akala Express Oluyole Extension Akala Express Ibadan Oyo,paul-nyoyoh1, 2KCJW,True,False,False,2,2,2,200000,2023-09-08,,rent,Oyo
"A Nicely Built 2 Bedroom, Newly Renovated",2 BEDROOM FLAT / APARTMENT FOR RENT,6th Avenue Gwarinpa Abuja,nikolight-property, 1KCJW,False,False,True,1,2,2,2000000,2023-09-08,,rent,Abuja
A Lovely Decent Clean And Neat Spacious 3 Bedroom,3 BEDROOM HOUSE FOR RENT,3 Off Olushosun Oregun Oregun Ikeja Lagos,hairways-resources-company-nigeria, 8KCLE,True,False,False,2,2,3,1500000,2023-09-08,,rent,Lagos
Room And Parlor,1 BEDROOM HOUSE FOR RENT,Freedom Estate Igbogbo Ikorodu Lagos,royalpropertykonsult, 0KCJW,False,True,False,4,4,5,250000,2023-09-08,2023-09-08,rent,Lagos
Newly Built 2bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,Aguda Surulere Lagos,naija-choice-property, 9KCJV,False,False,False,1,1,1,2000000,2023-09-08,,rent,Lagos
4 Bedroom Detached Duplex With Bq In A Secured Estate,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,hairways-resources-company-nigeria, 8KCJV,True,False,False,2,2,3,5500000,2023-09-08,,rent,Lagos
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,7 Up Area Oluyole Estate Ibadan Oyo,damdave-consults, 7KCJV,True,True,True,1,2,2,350000,2023-09-08,,rent,Oyo
Newly Built 2bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,Alaka Estate Surulere Lagos Alaka Estate Surulere Lagos,projects-and-services, 6KCJV,True,False,False,5,0,0,3500000,2023-09-08,,rent,Lagos
3 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,sanrealtor, 7KCLE,True,True,False,2,2,3,4000000,2023-09-08,,rent,Lagos
Beautiful Luxury Serviced 2 Bedroom Apartment,4 BEDROOM HOUSE FOR RENT,Palace Road Oniru Victoria Island Lagos,jaykay-realty-network, 6KCLE,False,False,False,0,0,0,7000000,2023-09-08,,rent,Lagos
4 Bedroom Terrace Duplex With Bq & Great Facilities,2 BEDROOM HOUSE FOR RENT,Oniru Victoria Island Lagos,sanrealtor, 4KCLE,True,True,False,4,4,5,8000000,2023-09-08,,rent,Lagos
Contemporary Luxury Serviced 2 Bedroom Apartment,HOUSE FOR RENT,Chief Collins Lekki Phase 1 Lekki Lagos,478, 3KCLE,False,True,False,3,3,4,15000000,2023-09-08,2023-09-08,rent,Lagos
4 Bedroom Detached House,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,essential-property1, 2KCLE,False,False,False,3,2,2,5000000,2023-09-08,,rent,Lagos
Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq,3 BEDROOM HOUSE FOR RENT,Off Admiralty Lekki Phase 1 Lekki Lagos,sanrealtor, 1KCLE,True,True,False,5,5,6,5000000,2023-09-08,,rent,Lagos
3 Bedrooms Terrace Duplex With Bq & Great Facilities,3 BEDROOM HOUSE FOR RENT,3 Off Olushosun Oregun Estate Oregun Ikeja Lagos,478, 0KCLE,False,True,False,0,0,0,1500000,2023-09-08,,rent,Lagos
Very Lovely Clean And Neat Spacious 3 Bedroom Flat,5 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,sanrealtor, 9KCLD,True,True,False,4,4,5,10000000,2023-09-08,,rent,Lagos
Beautiful Luxury 5 Bedroom Detached Duplex With Bq,COMMERCIAL PROPERTY FOR RENT,"Fola Osibo, Lekki Lekki Phase 1 Lekki Lagos",fesgomar-integrated-services, 8KCLD,False,False,False,4,4,5,4000000,2023-09-08,,rent,Lagos
Shop Space Available Facing The Road,4 BEDROOM HOUSE FOR RENT,Lekki County Homes Ikota Lekki Lagos,478, 6KCLD,False,True,False,2,2,3,5500000,2023-09-08,,rent,Lagos
Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,olusegun-aremu, 5KCLD,True,False,False,3,3,3,6000000,2023-09-08,,rent,Lagos
4bed Duplex Behind Lekki Conservative,2 BEDROOM FLAT / APARTMENT FOR RENT,"Ilasan, Ikate Ilasan Lekki Lagos",sanrealtor, 4KCLD,True,True,False,4,4,5,2000000,2023-09-08,,rent,Lagos
2 Bedroom Corner Piece Available,3 BEDROOM FLAT / APARTMENT FOR RENT,Akesan Alimosho Lagos,478, 2KCLD,False,True,False,1,1,1,800000,2023-09-08,,rent,Lagos
Newly Built Spacious 3bedroom Flat With Marble Tiles,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,essential-property1, 1KCLD,False,False,False,1,1,1,8000000,2023-09-08,,rent,Lagos
Beautiful Luxury 4 Bedroom Penthouse,1 BEDROOM FLAT / APARTMENT FOR RENT,"Ilasan, Ikate Ilasan Lekki Lagos",danrielhomes-finder, 0KCLD,True,False,True,3,3,4,1500000,2023-09-08,,rent,Lagos
Corner Piece Self Contain Room,1 BEDROOM FLAT / APARTMENT FOR RENT,38 Off Awolowo Way Ikeja Awolowo Way Ikeja Lagos,royalpropertykonsult, 9KCLC,True,True,True,3,3,4,600000,2023-09-08,,rent,Lagos
A Decent Mini Flat For You In A Serene Environment,1 BEDROOM FLAT / APARTMENT FOR RENT,River Valley Estate Ojodu Lagos,oip-properties, 5KCJV,False,False,False,0,0,0,600000,2023-09-08,,rent,Lagos
Executive Roomself Contain,3 BEDROOM HOUSE FOR RENT,Oke Ira Ogba Lagos,danrielhomes-finder, 3KCJV,True,False,True,2,2,3,2000000,2023-09-08,,rent,Lagos
"3 Bedroom Apartment With Bq, Pool And Gym",3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,olu-ajao, 2KCJV,True,True,False,4,5,5,12000000,2023-09-08,,rent,Lagos
Bareland Measuring 2000sqm,LAND FOR RENT,Abiodun Yesufu Road Oniru Victoria Island Lagos,naija-choice-property, 1KCJV,False,False,False,3,3,3,25000000,2023-09-08,2023-09-08,rent,Lagos
Newly Built 2 Bedrooms Flat,2 BEDROOM HOUSE FOR RENT,Harmony Estate Ifako Ogba Ogba Lagos,royalpropertykonsult, 0KCJV,True,True,True,3,3,4,2000000,2023-09-08,,rent,Lagos
Executive 4 Br Duplex With Miniflat Boys Quarter,4 BEDROOM HOUSE FOR RENT,Chevy View Estate By Chevron Lekki Lekki Phase 1 Lekki Lagos,paul-nyoyoh1, 9KCJU,True,False,False,1,1,1,6000000,2023-09-08,,rent,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Unity Estate, Ologuneru Ibadan Oyo",hairways-resources-company-nigeria, 8KCJU,True,False,False,2,2,3,300000,2023-09-08,,rent,Oyo
"Furnished 3 Bedroom Apartment With Bq, Pool And Gym",3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,joan-ama, 7KCJU,True,True,False,4,4,5,25000000,2023-09-08,,rent,Lagos
A Very Standard 1 Bedroom With Balcony,1 BEDROOM FLAT / APARTMENT FOR RENT,Gwarimpa Extension Gwarinpa Abuja,hairways-resources-company-nigeria, 5KCJU,False,False,False,0,0,0,1600000,2023-09-08,,rent,Abuja
Newly Built 2bedroom Bungalow In Surulere,2 BEDROOM HOUSE FOR RENT,Off Ogunlana Drive Surulere Lagos Ogunlana Surulere Lagos,oip-properties, 4KCJU,False,False,False,3,0,0,3000000,2023-09-08,,rent,Lagos
Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Orchid Road Chevron Lekki Lagos,glory-to-glory-property, 1KCJU,False,False,False,2,3,3,4000000,2023-09-08,,rent,Lagos
Nice Located 3200sqf Industrial Warehouse In Surulere,COMMERCIAL PROPERTY FOR RENT,Eric Moore Surulere Lagos,onups-daniel, 0KCJU,False,False,False,4,4,4,2200,2023-09-08,,rent,Lagos
Solid 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,timeless-heritage-homes-ltd, 9KCJT,False,True,False,4,4,5,6000000,2023-09-08,,rent,Lagos
Spacious 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Solomade Estate Ebute Ikorodu Lagos,michael-christian, 6KCJT,False,False,False,3,3,3,700000,2023-09-08,2023-09-08,rent,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Amino Kano Wuse 2 Wuse 2 Abuja,jennifer-nwokoro, 5KCJT,False,True,False,5,5,5,10000000,2023-09-08,,rent,Abuja
Premium 4 Bedrooms With Bq,4 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Neighborhood Banana Island Ikoyi Lagos,austelright-co, 4KCJT,True,True,False,2,2,3,15000000,2023-09-08,2023-09-08,rent,Lagos
To Let Fha 3bedrooms Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Fha Maitama Abuja,mark-elimimian, 3KCJT,True,True,False,3,4,4,5000000,2023-09-08,2023-09-08,rent,Abuja
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR RENT,Carlton Gate Chevron Lekki Chevron Lekki Lagos,jilkson-investments-nig-ltd, 1KCJT,False,False,False,0,0,0,15000000,2023-09-08,2023-09-08,rent,Lagos
A Brand New Serviced 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Jahi District(access Road Is Very Tarred) Jahi Abuja,god-is-good-property, 0KCJT,True,True,False,2,2,3,3500000,2023-09-08,,rent,Abuja
Standard 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Wuye Wuye Abuja,god-is-good-property, 9KCJS,True,False,False,2,2,3,3500000,2023-09-08,,rent,Abuja
Simple And Decent Mini Flat,FLAT / APARTMENT FOR RENT,Igando Phase 2 Igando Ikotun Igando Lagos,463, 5JGYC,False,False,False,2,3,3,300000,2023-09-08,,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Aco Estate Airport Road Lugbe Lugbe Abuja,god-is-good-property, 0JFSX,True,True,False,4,4,5,1500000,2023-09-08,,rent,Abuja
Morden 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Aco Estate Airport Road Lugbe Abuja,neemahrealtor1, 6KCJS,True,True,False,2,3,3,1500000,2023-09-08,,rent,Abuja
2bed Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Jakande Lekki Lagos,outstanding-real-estate-limited, 4JCCK,True,True,False,4,4,5,2000000,2023-09-08,,rent,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,hairways-resources-company-nigeria, 5KCJS,False,False,False,4,3,4,4000000,2023-09-08,,rent,Lagos
3 Units Of Newly Built 2 Bedroom Apartments,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikolaba Gra Bodija Ibadan Oyo,mo-global-ventures, 4KCJS,True,True,False,4,4,5,1300000,2023-09-08,,rent,Oyo
Very Spacious 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Orchid Road Lekki Phase 2 Lekki Lagos,thykop-real-estate-management, 2KCJS,True,True,False,3,3,4,4000000,2023-09-08,,rent,Lagos
Nice And Spacious 4bedroom Duplex In Surulere,4 BEDROOM HOUSE FOR RENT,Off Bode Thomas Surulere Lagos Bode Thomas Surulere Lagos,478, 0KCJS,False,False,False,2,2,3,6000000,2023-09-08,,rent,Lagos
Brand New 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Close To Abraham Adesanya Ajah Lagos,thykop-real-estate-management, 9KCJR,False,True,False,3,3,4,3500000,2023-09-08,2023-09-08,rent,Lagos
Luxury2 Bedroom Apartment With Swimming Pool,2 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,pecons-realtors, 5KCLQ,True,False,False,2,2,3,8500000,2023-09-08,,rent,Lagos
2 Bedroom Apartment In A Calm Environment,2 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,478, 1KCLQ,True,False,False,2,2,3,2500000,2023-09-08,,rent,Lagos
Brand New En Suites 3bed,3 BEDROOM HOUSE FOR RENT,Bamako Estate Yakoyo Alagbole Ojodu Lagos,jay-realtor, 0KCLQ,False,True,False,3,4,4,1600000,2023-09-08,,rent,Lagos
Waterfront 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ligali Ayorinde Ligali Ayorinde Victoria Island Lagos,cabota-property-management-limited, 9KCLP,False,False,False,5,5,6,13000000,2023-09-08,,rent,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,immaculata-edet, 8KCLP,True,False,False,4,5,5,2500000,2023-09-08,,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Olowora Ojodu Lagos,thykop-real-estate-management, 5KCLP,False,False,True,4,4,5,900000,2023-09-08,2023-09-08,rent,Lagos
Executive 2 Bedroom Apartment Upstairs,2 BEDROOM FLAT / APARTMENT FOR RENT,Ago Palace Okota Lagos,kolson-properties, 4KCLP,False,True,False,4,4,5,1000000,2023-09-08,,rent,Lagos
4 Bedrooms Terraced Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,danrielhomes-finder, 3KCLP,True,True,False,3,4,4,4000000,2023-09-08,,rent,Lagos
Brand New En Suites 4ned Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Adeniyi Jones Ikeja Lagos,ile-eru-bestway-properties-global-consultants, 1KCLP,False,False,True,2,0,0,7500000,2023-09-08,,rent,Lagos
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,gadji-abiodun-emmanuel, 9KCLN,False,False,False,2,3,3,3000000,2023-09-08,,rent,Lagos
Standard Self Contain,FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,thykop-real-estate-management, 6KCLN,False,False,True,1,1,2,400000,2023-09-08,2023-09-08,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Alaka Estate Surulere Lagos,478, 4KCLN,False,False,False,5,5,6,1500000,2023-09-08,,rent,Lagos
Executive 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ago Palace Okota Lagos,mo-global-ventures, 0KCLN,False,False,False,3,3,4,1200000,2023-09-08,,rent,Lagos
Spacious En Suites Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Alfred Gardens Alausa Ikeja Lagos,bash, 9KCLM,False,True,False,4,4,5,1500000,2023-09-08,,rent,Lagos
Shop Space Available In A Busy Environment,COMMERCIAL PROPERTY FOR RENT,Admiralty Lekki Phase 1 Lekki Lagos,city-garden-real-estate-ltd, 8KCLC,False,False,True,1,2,2,2500000,2023-09-08,,rent,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,Mabushi Abuja,city-garden-real-estate-ltd, 7KCLC,True,False,False,0,0,0,7500000,2023-09-08,,rent,Abuja
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Igbo Efon Lekki Lagos,jmo-global, 6KCLC,False,False,False,5,5,6,1000000,2023-09-08,,rent,Lagos
Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,ti-properties, 5KCLC,False,False,False,3,3,3,1000000,2023-09-08,,rent,Lagos
Brand Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Akoka Yaba Lagos,jaykay-realty-network, 4KCLC,False,False,False,4,4,5,500000,2023-09-08,,rent,Lagos
Spacious Room Self Contain Apartment,FLAT / APARTMENT FOR RENT,Abule Ijesha Yaba Lagos,comfort-homes-and-properties1, 3KCLC,True,True,False,1,1,1,7500000,2023-09-08,,rent,Lagos
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR RENT,Akobo Ibadan Oyo,daniel-uche-properties, 2KCLC,True,True,False,4,4,5,1700000,2023-09-08,,rent,Oyo
3 Bay Warehouses,COMMERCIAL PROPERTY FOR RENT,Ogudu Lagos,478, 9KCLB,True,False,False,4,4,5,1500000,2023-09-08,2023-09-08,rent,Lagos
A Tasteful 1 Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"West End Estate, Lekki County Ikota Lekki Lagos",478, 7KCLB,True,True,False,0,0,0,8500000,2023-09-08,,rent,Lagos
Luxury 4 Bedroom Terraced Duplex With Swimming Pool,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,478, 9KCLL,False,True,False,0,0,0,5500000,2023-09-08,,rent,Lagos
Brand New 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,richlandproperty, 6KCLL,False,True,False,4,4,5,2000000,2023-09-08,,rent,Lagos
Corner Piece Shop In Residential Area,COMMERCIAL PROPERTY FOR RENT,"Osapa London, Lekki Expressway Osapa London Lekki Lagos",sunday-bassey, 3KCLL,False,True,False,1,1,2,3360000,2023-09-08,,rent,Lagos
32sqm Shop In A Busy Environment,COMMERCIAL PROPERTY FOR RENT,Admiralty Lekki Phase 1 Lekki Lagos,cn-properties, 1KCLL,False,False,True,2,2,3,4500000,2023-09-08,,rent,Lagos
4 Bedroom Terrace Duplex With Excellent Facilities,4 BEDROOM HOUSE FOR RENT,Agungi Lekki Lagos,mark-elimimian, 0KCLL,False,False,False,2,2,3,1100000,2023-09-08,,rent,Lagos
Room And Parlour,1 BEDROOM FLAT / APARTMENT FOR RENT,Lbs Abraham Adesanya Estate Ajah Lagos,sunday-bassey, 8KCJR,False,True,False,0,0,0,1500000,2023-09-08,,rent,Lagos
Brand New And Well Finished 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Durumi Near Dunamis Church Durumi Abuja,degeniusxpropertyworld, 6KCJR,True,True,True,1,1,2,3000000,2023-09-08,,rent,Abuja
Spacious 2bedroom Terrace @ologolo,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,property-maestro, 4KCJR,False,True,False,3,3,3,7000000,2023-09-08,,rent,Lagos
Fully Furnished 3bedroom Tertace Duplex,FLAT / APARTMENT FOR RENT,Wuye Wuye Abuja,bash, 3KCFQ,False,False,False,4,4,5,5000000,2023-09-08,2023-09-08,rent,Abuja
Luxurious 1 Bedroom Apartment With Swimming Pool,1 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,danadel-solutions, 1KCFQ,True,True,False,1,1,1,1500000,2023-09-08,2023-09-08,rent,Lagos
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Eleganza Gardens At Vgc Bus Stop Vgc Lekki Lagos,478, 9KCJQ,True,True,False,0,0,0,3200000,2023-09-08,2023-09-08,rent,Lagos
Luxury 3 Bedroom Maisonette,3 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,478, 3KCJQ,False,True,False,3,3,4,1600000,2023-09-08,,rent,Lagos
Neat 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,River Park Estate Lugbe Abuja,pheel-ok-homes-and-properties, 5KCLB,False,True,False,0,0,0,2500000,2023-09-08,,rent,Abuja
Newly Built 3 Bedroom,1 BEDROOM FLAT / APARTMENT FOR RENT,Olowora Ojodu Lagos,d_agencyproperties, 3KCLB,True,False,False,2,2,3,3000000,2023-09-08,,rent,Lagos
Newly Built Mini Flat,3 BEDROOM HOUSE FOR RENT,"Ologolo, Lekki Expressway Ologolo Lekki Lagos",degeniusxpropertyworld, 1KCLB,False,True,False,2,2,3,350000,2023-09-08,,rent,Lagos
Renovated 3 Bedroom Flat In A Calm Environment,FLAT / APARTMENT FOR RENT,Oke Ira Ogba Lagos,danadel-solutions, 0KCLB,True,False,False,1,1,1,4500000,2023-09-08,,rent,Lagos
Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Bodija Ibadan Oyo,joshua-delight, 9KCJP,True,True,True,2,2,3,1000000,2023-09-08,,rent,Oyo
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Adekunle Yaba Lagos,jilkson-investments-nig-ltd, 8KCJP,False,False,True,0,0,0,6500000,2023-09-08,,rent,Lagos
Fully Furnished 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Wuye Wuye Abuja,misojeun-nutin, 7KCJP,True,True,False,1,1,2,300000,2023-09-08,,rent,Abuja
Decent Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Omolade Bus Stop Igando Ikotun Igando Lagos,victor-property-ventures, 8KCLA,False,False,False,1,1,1,1800000,2023-09-08,,rent,Lagos
Newly Built 2 Bedroom,2 BEDROOM HOUSE FOR RENT,Pyakassa Abuja,ayoola-n-okesanjo-estate-agency-management, 5KCLA,True,True,False,0,0,0,400000,2023-09-08,,rent,Abuja
A Spacious Room And Parlor,1 BEDROOM FLAT / APARTMENT FOR RENT,"Orchid Road, Royal Pine Estate Ikota Lekki Lagos",478, 4KCLA,False,False,False,2,2,3,1400000,2023-09-08,,rent,Lagos
Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Agungi / Osapa Greenville Estate Osapa London Lekki Lagos,dozek-co-pr5eO, 3KCLA,False,False,False,3,3,3,1000000,2023-09-08,,rent,Lagos
Spacious Self Contain,FLAT / APARTMENT FOR RENT,Agungi Lekki Lagos,el-loeva-nig-ltd, 2KCLA,False,False,False,2,2,3,700000,2023-09-08,,rent,Lagos
Neat 2 Bedrooms Flat (self Serviced),2 BEDROOM HOUSE FOR RENT,"Ologolo, Lekki Expressway Ologolo Lekki Lagos",478, 1KCLA,False,True,False,3,3,4,2500000,2023-09-08,,rent,Lagos
Service Spacious 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,sunday-bassey, 9KCKZ,True,True,False,3,3,4,3000000,2023-09-08,,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,adepoju-oluwatosin, 8KCKZ,False,True,False,2,2,2,3500000,2023-09-08,,rent,Lagos
3 Bedrooms Flat Available In A Gated Environment,3 BEDROOM HOUSE FOR RENT,Idado/agungi Agungi Lekki Lagos,benjamin-glory, 4KCKZ,True,True,True,2,2,3,2600000,2023-09-08,,rent,Lagos
Built 3 Bedroom Apartment With Bq Swimming Pool Gym,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,olu-ajao, 1KCKZ,False,False,False,3,3,4,15000000,2023-09-08,2023-09-08,rent,Lagos
2bedroom Apartment In A Serene Environment,2 BEDROOM FLAT / APARTMENT FOR RENT,Perliament Estate Alagbaka Akure Ondo,478, 9KCKY,False,True,False,5,5,6,850000,2023-09-08,,rent,Ondo
Serviced 2 Bedroom At Ikate For 2.5m.,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,degeniusxpropertyworld, 7KCKY,True,False,False,2,2,3,2,2023-09-08,,rent,Lagos
"3br Grnd Floor 2b /4 Toilet Off Allen , Ikeja. 3.8m",3 BEDROOM HOUSE FOR RENT,Allen Avenue Ikeja Allen Avenue Ikeja Lagos,degeniusxpropertyworld, 5KCKY,False,False,False,3,3,4,4,2023-09-08,,rent,Lagos
Luxury 5 Bedrooms Semi Detached Duplex In An Estate,5 BEDROOM HOUSE FOR RENT,"Idado Estate, Lekki Expressway Idado Lekki Lagos",alluxuryhomesproperties-al, 4KCKY,False,False,False,4,5,0,6500000,2023-09-08,,rent,Lagos
Spacious And Standard 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ilaje Akoka Yaba Lagos,daniel-uche-properties, 0KCKY,False,False,False,1,1,2,1000000,2023-09-08,,rent,Lagos
Executive 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,damdave-consults, 8KCKX,False,True,False,2,0,0,2500000,2023-09-08,,rent,Lagos
4bedroom Terrace,4 BEDROOM HOUSE FOR RENT,Orchid Road Oral Estate Lekki Lagos,stone-tower-properties, 6KCKX,True,True,False,1,0,0,4000000,2023-09-08,,rent,Lagos
Brand New Mini Flat With 24hrs Light,1 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,stone-tower-properties, 2KCKX,True,False,False,2,2,3,2400000,2023-09-08,,rent,Lagos
Newly Built 2 Bedroom Apartment In Sangotedo,2 BEDROOM FLAT / APARTMENT FOR RENT,Olusi Monastery Road Sangotedo Lagos,danadel-solutions, 3KCFP,True,True,True,2,2,3,2000000,2023-09-08,,rent,Lagos
Service 4 Bedroom Semi Detached Duplex For Rent,4 BEDROOM HOUSE FOR RENT,Oniru Victoria Island Lagos,478, 1KCKX,False,False,False,7,0,2,12500000,2023-09-08,,rent,Lagos
Tastefully Built 3 Bedroom Flat With Bq,3 BEDROOM HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,pablo-global-services-nigeria-ltd, 0KCKX,False,True,False,1,1,1,15000000,2023-09-08,,rent,Lagos
130sqm Shop Available In A Busy Environment,7 BEDROOM COMMERCIAL PROPERTY FOR RENT,Admiralty Lekki Phase 1 Lekki Lagos,478, 7KCLG,False,False,False,0,0,0,15600000,2023-09-08,,rent,Lagos
Newly Refurbished Miniflat Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Abijon Gra Palmbay Estate Abijo Ajah Lagos,478, 6KCLG,False,True,False,1,1,2,400000,2023-09-08,2023-09-08,rent,Lagos
30sqm Shop Space Available In A Busy Environment,COMMERCIAL PROPERTY FOR RENT,Orchid Road Lekki Lagos,478, 5KCLG,False,True,False,1,1,1,2100000,2023-09-08,,rent,Lagos
Miniflat With Prepaid Meter In A Gated Estate,1 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,478, 9KCLF,False,True,False,2,2,3,1600000,2023-09-08,,rent,Lagos
