title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,type,state
Lekki Avaiation Town,LAND FOR SALE,Idu Sabo Behind Brains & Hammers City Idu Abuja,mls-properties1, 9KCLA,False,False,False,0,0,0,20150000,2023-09-08,,for sale,Abuja
52 Rooms Hotel,COMMERCIAL PROPERTY FOR SALE,Ologolo Lekki Lagos,chrystal-abodes1, 6KCBX,False,False,False,1,0,0,35000000,2023-09-06,2023-09-08,for sale,Lagos
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,gudness-reality-ventures3, 5KCBX,False,False,False,5,0,0,140000000,2023-09-06,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Eko Atlantic Victoria Island Lagos,abray-estates-management, 5KCBW,True,False,True,3,0,0,900000,2023-09-06,2023-09-08,for sale,Lagos
24 Unit Of 3 Bedroom Flat With 3 Penthouse,10 BEDROOM FLAT / APARTMENT FOR SALE,Chevron Lekki Lagos,hodisol-limited, 5KBWS,False,True,False,0,0,0,250000000,2023-09-05,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SALE,Lagos Business School Off Lekki Epe Expressway Ajah Lagos,aitoproperties, 6KBWN,False,False,False,0,0,0,75000000,2023-09-05,2023-09-08,for sale,Lagos
2 Units Of 3 Bedroom Flat,HOUSE FOR SALE,"Elimgbu Atani Area Very Close To Tank, East West Road Port Harcourt Rivers",joeetoniru, 7KCLA,False,False,False,0,0,0,65000000,2023-09-08,,for sale,Rivers
29 Units Of 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Located In Owerri Owerri Imo,danadel-solutions, 7KCKZ,False,False,False,4,4,5,100000000,2023-09-08,,for sale,Imo
"Full Standard Plot Located In Housing Area ""ta""",LAND FOR SALE,Second Tollgate Lekki Lagos,danadel-solutions, 5KCKZ,True,False,False,5,5,6,280000000,2023-09-08,,for sale,Lagos
Newly Built 4 Bedroom Detached Duplex;,4 BEDROOM HOUSE FOR SALE,Lekki County Home Ikota Lekki Lagos,citymate-integrated, 6KCKZ,True,False,False,5,5,6,280000000,2023-09-08,,for sale,Lagos
5bedroom Contemporary Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Home Ikota Lekki Lagos,sanrealtor, 0KCHM,False,False,False,0,0,0,250000000,2023-09-08,,for sale,Lagos
Newly Built 3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,celebrity, 0KCKZ,False,False,False,4,4,5,75000000,2023-09-08,,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex;,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,joeetoniru, 6KCKY,False,False,False,4,4,5,85000000,2023-09-08,,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex;,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,sunday-bassey, 9KCKX,False,False,False,0,0,0,1200000000,2023-09-08,,for sale,Lagos
2630sqm Of Land For Joint Venture,LAND FOR SALE,Ajah Lagos,weartechpropty, 5KCKX,False,False,False,4,4,5,100000000,2023-09-08,,for sale,Lagos
Newly Built 4 Bedroom Fully Detached Duplex;,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,kiakiahomes-property, 3KCKX,True,False,False,4,4,5,160000000,2023-09-08,2023-09-08,for sale,Lagos
4 Units Of 2 Bedroom Flat,COMMERCIAL PROPERTY FOR SALE,Saka Tinubu Victoria Island Lagos,kolson-properties, 7KCHB,False,False,False,0,0,0,750000000,2023-09-07,2023-09-08,for sale,Lagos
Land Measuring 500sqm,LAND FOR SALE,"Admiralty Way, Lekki Phase 1 Lekki Lagos",mclaw-realtors, 4KCHB,False,False,False,0,0,0,1000000,2023-09-07,2023-09-08,for sale,Lagos
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Off Admiralty Way Lekki Phase 1 Lekki Lagos,projects-and-services, 7KCBS,True,True,False,4,4,5,280000000,2023-09-06,2023-09-08,for sale,Lagos
6 Bedroom Detached Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Gwarinpa Abuja,ademeso-olalekan-ademola, 1KCGQ,True,False,False,3,3,4,95000000,2023-09-07,2023-09-08,for sale,Abuja
Studio Apartment With Bq,3 BEDROOM HOUSE FOR SALE,Alagomeji Alagomeji Yaba Lagos,banksomeglobalrealtors, 2KCKW,False,False,False,4,4,5,60000000,2023-09-08,,for sale,Lagos
5bedrooms Detached Duplex,5 BEDROOM HOUSE FOR SALE,Efab Metropolis Gwarinpa Abuja,bunmi-awoyemi, 9KCKV,True,False,False,1,1,1,185000000,2023-09-08,,for sale,Abuja
3 Bedroom Duplex All Ensuite,3 BEDROOM HOUSE FOR SALE,Labeodan Crescent Bodija Ibadan Oyo,ogochukwu-obidike, 7KCKV,False,False,True,0,0,0,30000000,2023-09-08,,for sale,Oyo
4bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,bunmi-awoyemi, 0KBZM,False,False,False,2,3,3,65000000,2023-09-08,,for sale,Lagos
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,charles-nelson, 6KCGM,False,False,False,10,10,10,280000000,2023-09-07,2023-09-08,for sale,Lagos
4 Units Of 2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Magodo Isheri On Jimoh Shobowale Road Kosofe Ikosi Lagos,taiwosalamandco, 6KCFY,False,False,False,3,3,3,48000000,2023-09-07,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM FLAT / APARTMENT FOR SALE,The Naples Inside Orange Estate Arepo Ogun,first-homes1, 1KCFR,False,True,False,3,4,4,36000000,2023-09-07,2023-09-08,for sale,Ogun
6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Ajah Vgc Lekki Lagos,alvinacle_properties, 9KBYZ,False,False,False,4,4,5,260000000,2023-09-05,2023-09-08,for sale,Lagos
Newly Built 3 Bedroom Flat With Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Palace Road Oniru Victoria Island Lagos,alvinacle_properties, 4KBXT,True,True,False,4,4,5,160000000,2023-09-05,2023-09-08,for sale,Lagos
5 Hectares Land,LAND FOR SALE,Katampe Ext Abuja,ademeso-olalekan-ademola, 5KBZY,True,False,False,5,5,5,800000000,2023-09-05,2023-09-08,for sale,Abuja
2 Bedroom Massionette,2 BEDROOM HOUSE FOR SALE,"The Naples, Inside Orange Estate Arepo Ogun",naija-market-global-ltd, 9KBXL,False,False,False,4,5,5,80000000,2023-09-05,2023-09-08,for sale,Ogun
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ado Ajah Lagos,charles-nelson, 6KBXL,False,False,False,2,2,3,80000000,2023-09-05,2023-09-08,for sale,Lagos
"Land Measuring 2,406sqm",LAND FOR SALE,Cbd Lekki Phase 1 Lekki Lagos,e-propertyng, 5KBXK,True,True,False,4,4,5,75000000,2023-09-05,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Opic Estate Isheri North Ojodu Lagos,jennifer-nwokoro, 5KBXJ,True,False,False,4,4,5,90000000,2023-09-05,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Idu Abuja,sunday-bassey, 4KBZN,True,False,False,5,5,6,140000000,2023-09-05,2023-09-08,for sale,Abuja
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Magodo Gra Phase 1 Ojodu Lagos,sanrealtor, 0KCEL,True,True,False,5,5,6,68000000,2023-09-07,2023-09-08,for sale,Lagos
Miniflat,1 BEDROOM FLAT / APARTMENT FOR SALE,Shomolu Lagos,olusegun-aremu, 5KCJF,True,False,False,4,4,4,280000000,2023-09-08,,for sale,Lagos
Office Building/ Warehouse,COMMERCIAL PROPERTY FOR SALE,Oregun Ikeja Lagos,oip-properties, 6KCJE,False,False,False,4,0,0,90000000,2023-09-08,,for sale,Lagos
Exquisite 7 Bedroom Fully Detached Duplex With Bq,7 BEDROOM HOUSE FOR SALE,"Efab Metropolis, Karasana Gwarinpa Abuja",chrystal-abodes1, 3KCJE,False,False,False,5,0,0,200000000,2023-09-08,,for sale,Abuja
Exceptionally Built & Fully Serviced 4bedroom,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,maselhomesnproperties, 1KCJE,False,False,False,0,0,0,1000000,2023-09-08,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Olusegun Aina Parkview Estate Ikoyi Lagos,poise-and-ambrosia-investments, 3KCJD,False,False,False,4,0,0,500000000,2023-09-08,2023-09-08,for sale,Lagos
"Land Of About 2,771sqm",LAND FOR SALE,Aka Etinan Uyo Akwa Ibom,itj-realtor, 1KCJD,False,False,False,0,0,0,12000000,2023-09-08,,for sale,Ibom
Uncompleted 4 Units Blocks Of Flat,2 BEDROOM HOUSE FOR SALE,Oye Ekiti,itj-realtor, 9KCJC,False,False,False,4,4,5,100000000,2023-09-08,2023-09-08,for sale,Ekiti
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,weartechpropty, 7KCJC,True,False,False,4,5,5,3500000,2023-09-08,,for sale,Lagos
Heritage Gardens Land,LAND FOR SALE,Owerri Imo,itj-realtor, 9KBWC,True,True,True,4,5,5,500000000,2023-09-08,2023-09-08,for sale,Imo
Fenced With Gated Land,LAND FOR SALE,Ifako Gbagada Gbagada Lagos,evergreen, 1KCJC,False,False,False,5,5,6,50000000,2023-09-08,,for sale,Lagos
Standard 5 Bedroom Fully Detached Duplex With Bq,HOUSE FOR SALE,Gra 4 Ginti Govt. Scheme Off Ijede Road Ikorodu Lagos,oip-properties, 9KCJB,False,False,False,0,0,0,140000000,2023-09-08,,for sale,Lagos
"New 4 Bedroom Duplex With Bq In Kafe Garden, Gwarinpa",4 BEDROOM HOUSE FOR SALE,"Kafe Garden, Gwarinpa, Abuja Gwarinpa Abuja",ovat-peter, 6KCJB,False,False,False,4,4,5,25000000,2023-09-08,,for sale,Abuja
"2 Bedroom Semi Detached Bungalow In Kubwa, Abuja",2 BEDROOM HOUSE FOR SALE,"Kubwa, Abuja Kubwa Abuja",oip-properties, 4KCJB,False,False,False,0,0,0,650000000,2023-09-08,,for sale,Abuja
"5 Bedroom Fully Detached Duplex In Wuse 2, Abuja",5 BEDROOM HOUSE FOR SALE,"Wuse 2, Abuja Wuse 2 Abuja",propertyminds, 2KCJB,False,False,False,4,5,4,120000000,2023-09-08,,for sale,Abuja
Well Finished Wing Of 4 Bedroom Semi Detached Duplex,HOUSE FOR SALE,Off Shoprite Road Osapa London Lekki Lagos,giwarealty, 1KCJB,False,False,False,5,5,6,120000000,2023-09-08,2023-09-09,for sale,Lagos
4 Bedroom Semi Detached Duplex With Bq For Sale!!,4 BEDROOM HOUSE FOR SALE,Oral Estate Oral Estate Lekki Lagos,ovat-peter, 9KCJA,True,False,False,5,5,6,25000000,2023-09-08,,for sale,Lagos
Full Plot Of Land Measuring 600sqm,LAND FOR SALE,Happyland Estate Sangotedo Ajah Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 8KCJA,True,False,False,0,0,0,230000000,2023-09-08,,for sale,Lagos
Spacious And Newly Built Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Oral Estate 2 Oral Estate Lekki Lagos,evergreen, 7KCJA,False,False,True,0,0,0,450000000,2023-09-08,,for sale,Lagos
Luxury 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,John Obasi Kalu Oniru Victoria Island Lagos,evergreen, 4KCJA,False,False,False,0,0,0,150000000,2023-09-08,,for sale,Lagos
5 Bedroom Fully Detached Duplex With Bq For Sale!! .,5 BEDROOM HOUSE FOR SALE,Oral Estate Oral Estate Lekki Lagos,naija-market-global-ltd, 3KCJA,False,False,False,3,3,4,600000,2023-09-08,,for sale,Lagos
3 Bedroom At Heritage Estate Akala Express,HOUSE FOR SALE,At Heritage Estate Akala Express Leke Akala Express Ibadan Oyo,evergreen, 1KCJA,False,False,False,0,0,0,1000000000,2023-09-08,,for sale,Oyo
Premium Filling Station With Lucrative Features! Abuja,COMMERCIAL PROPERTY FOR SALE,Idu Abuja,propertyminds, 0KCJA,False,False,False,4,4,5,1600000000,2023-09-08,,for sale,Abuja
"Prime Commercial Plaza In The Heart Of Garki, Abuja",COMMERCIAL PROPERTY FOR SALE,Garki Garki 1 Abuja,evergreen, 6KCHZ,False,False,False,4,4,5,60000000,2023-09-08,2023-09-08,for sale,Abuja
Spacious 3 Bedroom Apartment With Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Ilasan Lekki Lagos,giwarealty, 5KCHZ,True,False,False,4,4,5,250000000,2023-09-08,,for sale,Lagos
"Prime Commercial Plot In Jahi, Abuja",LAND FOR SALE,Jahi Jahi Abuja,esther_overhplus, 3KCHZ,False,False,False,3,3,4,130000000,2023-09-08,,for sale,Abuja
Newly Built 4bedroom Semi Detached With Bq,4 BEDROOM HOUSE FOR SALE,Oral Est 2 Oral Estate Lekki Lagos,kingjosh-properties, 9KCHY,True,True,False,0,0,0,850000000,2023-09-08,,for sale,Lagos
"4 Units Of Exquisite 4 Bedroom Flat In Asokoro, Abuja",4 BEDROOM HOUSE FOR SALE,"Asokoro, Abuja Asokoro Abuja",tos-property-services, 6KCHY,True,True,False,0,0,0,70000000,2023-09-08,,for sale,Abuja
Newly Built 4 Bedroom Terrace,4 BEDROOM HOUSE FOR SALE,Orchid Along Lekki Expressway Lekki Lagos,kingjosh-properties, 2KCHY,False,False,False,0,0,0,9900000,2023-09-08,,for sale,Lagos
3 Bedroom Apartment (24 Months Payment Plan),3 BEDROOM FLAT / APARTMENT FOR SALE,Off Admiralty Way Lekki Phase 1 Lekki Lagos,favour-properties-group, 1KCHY,False,False,False,0,0,0,95000000,2023-09-08,2023-09-08,for sale,Lagos
House For Sale,HOUSE FOR SALE,Sosanya Soluyi Gbagada Lagos,bright-innocent1, 0KCHY,False,False,False,3,3,3,170000000,2023-09-08,,for sale,Lagos
New Commercial Building On 3 Floors,COMMERCIAL PROPERTY FOR SALE,"Off Ikorodu Road, Shomolu, Lagos Ikorodu Road Shomolu Lagos",360-degrees, 5KCHX,False,False,False,3,0,0,160000000,2023-09-08,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex,HOUSE FOR SALE,Medina Estate Medina Gbagada Lagos,projects-and-services, 1KCHX,True,False,True,0,0,0,8000000,2023-09-08,2023-09-08,for sale,Lagos
Quarter Plot At College Road With Miniflat 8m,LAND FOR SALE,College Road Ifako Ogba Ogba Lagos,kingjosh-properties, 0KCHX,False,False,False,0,0,0,30000000,2023-09-08,,for sale,Lagos
Standard Full Plot Of Land With 3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Ekoro By Captain Bustop Abule Egba Abule Egba Lagos,abimbola-dada, 9KCHW,True,False,False,0,0,0,25000000,2023-09-08,,for sale,Lagos
3bedroom Detached Bungalow In Abraham Adesanya Estate,3 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,kingjosh-properties, 8KCHW,False,False,False,0,0,0,90000000,2023-09-08,,for sale,Lagos
New House,FLAT / APARTMENT FOR SALE,Lekki Phase 1 Lekki Lagos,kingjosh-properties, 7KCHW,False,False,False,0,0,0,15000000,2023-09-08,2023-09-08,for sale,Lagos
Dry Land,LAND FOR SALE,Atunrase Estate Atunrase Medina Gbagada Lagos,bright-innocent1, 6KCHW,False,False,False,3,3,3,1500000,2023-09-08,,for sale,Lagos
2000 Sqm Of Land,LAND FOR SALE,Banana Island Ikoyi Lagos,fesgomar-integrated-services, 5KCHW,False,False,False,0,0,0,65000000,2023-09-08,,for sale,Lagos
Dry Land,LAND FOR SALE,Estaport Avenue Soluyi Gbagada Lagos,first-homes1, 4KCHW,True,True,True,4,5,5,60000000,2023-09-08,2023-09-08,for sale,Lagos
House For Sale,HOUSE FOR SALE,Sawmill Ifako Gbagada Gbagada Lagos,olusegun-aremu, 7KCHV,False,False,False,0,0,0,100000000,2023-09-08,,for sale,Lagos
Newly Built 3 Bedroom Flat Of 4 Units At Ikeja,3 BEDROOM HOUSE FOR SALE,Onipetesi Estate Airport Ikeja Mangoro Ikeja Lagos,tokeate-properties, 4KCHT,False,False,False,3,0,0,8000000,2023-09-08,2023-09-08,for sale,Lagos
Spacious Shop With Toilet At Magodo Isheri,COMMERCIAL PROPERTY FOR SALE,Magodo Gra Phase 1 Ojodu Lagos,aduroja-olanrewaju-philip, 2KCHT,False,False,False,0,0,0,12000000,2023-09-08,2023-09-08,for sale,Lagos
Lovely 4 Bedrm Fully Detach Duplex + Bq,4 BEDROOM HOUSE FOR SALE,"In A Lovely Enviornment @ Ikeja Gra, Ikeja, Lagos Ikeja Gra Ikeja Lagos",meackabyproperties, 1KCHS,False,False,False,4,4,5,38000000,2023-09-08,,for sale,Lagos
Fully Detached Duplex For Sale Cut Price @ Ajah,HOUSE FOR SALE,Thomas Estate Ajah Lagos,sanrealtor, 5KCHR,False,False,False,5,5,6,55000000,2023-09-08,,for sale,Lagos
3bedroom Bungalow In Citec Estate Mbora.,3 BEDROOM HOUSE FOR SALE,"Citec Estate District, Nbora Abuja. Nbora Abuja",sanrealtor, 3KCHR,True,False,False,4,4,5,4000000,2023-09-07,2023-09-08,for sale,Abuja
5 Bedroom Massionette,5 BEDROOM HOUSE FOR SALE,Banana Island Ikoyi Lagos,paymonthly, 1KBVR,True,False,False,4,5,5,850000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Opebi Ikeja Lagos,paymonthly, 2KBVQ,True,False,False,4,5,5,150000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,394, 6KBVM,True,False,False,5,5,6,110000000,2023-09-04,2023-09-08,for sale,Lagos
"1,850 Acres Of Land",LAND FOR SALE,Oregun Ikeja Lagos,itj-realtor, 4KBVG,False,False,False,0,0,0,2000000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ogombo Lekki Phase 2 Lekki Lagos,kiakiahomes-property, 8KBUB,True,False,False,3,3,4,47000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Oniru Victoria Island Lagos,zillian-homes, 0KBUB,True,True,False,0,0,0,95000000,2023-09-04,2023-09-08,for sale,Lagos
Land Measuring 447sqm,LAND FOR SALE,Lekki Phase 1 Lekki Lagos,jy-nodefect-global-services-limited, 2KBTR,False,False,False,0,0,0,230000000,2023-09-04,2023-09-08,for sale,Lagos
3 Bedroom Semi Detached Duplex With Bq,3 BEDROOM HOUSE FOR SALE,"5 Street Estate, Osapa London Lekki Lagos",ezeifeanyi-chidera, 2KBTQ,False,False,False,4,4,5,60000000,2023-09-04,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Road Chevron Lekki Lagos,michael-emenanjor1, 1KBTQ,False,False,False,0,0,0,280000000,2023-09-04,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,nikolight-property, 9KBUX,False,False,False,3,3,4,150000000,2023-09-04,2023-09-08,for sale,Lagos
3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Oniru Victoria Island Lagos,wwwvergeteapropertiescom, 2KBUW,False,False,False,3,3,4,150000000,2023-09-04,2023-09-08,for sale,Lagos
Land,5 BEDROOM HOUSE FOR SALE,Jakande Lekki Lagos,michael-emenanjor1, 2KBTM,True,False,False,5,5,6,220000000,2023-09-04,2023-09-08,for sale,Lagos
3 Bedroom With Bq Land Space For Sale In Good Homes,3 BEDROOM HOUSE FOR SALE,Awoyaya Ajah Lagos,themmiepropertiesrealty, 3KBUS,False,False,False,0,0,0,15000000,2023-09-04,2023-09-08,for sale,Lagos
4 Bedroom Massionette With Bq,4 BEDROOM HOUSE FOR SALE,Off Ozumba Mbadiwe Street Victoria Island Lagos,emmanuel-okafor-co, 5KBTV,False,False,False,3,0,0,360000000,2023-09-04,2023-09-08,for sale,Lagos
5 Bedroom Bungalow,5 BEDROOM HOUSE FOR SALE,Ipent Estate Lokogoma Abuja,ezeifeanyi-chidera, 9KBTE,False,False,False,4,4,5,100000000,2023-09-04,2023-09-08,for sale,Abuja
1050sqm Of Land,LAND FOR SALE,Lekki Phase 1 Lekki Lagos,michael-emenanjor1, 7KBTS,False,False,False,0,0,0,600000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Bera Estate Chevron Lekki Lagos,vic-tobore-properties, 3KBRV,True,False,False,4,5,5,85000000,2023-09-03,2023-09-08,for sale,Lagos
3 Numbers Of 2 Bedroom Flats & Mini Flat,2 BEDROOM HOUSE FOR SALE,"Idimu Road, Egbeda Alimosho Lagos",gods-gift-properties-and-investment-a-subsidiary-of-douglas-ifada-associates, 8KBQW,False,False,False,0,0,0,65000000,2023-09-02,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Pump And Sell Close To Blenco Supermarket Ado Ajah Lagos,d_agencyproperties, 1KBSK,False,False,False,7,7,8,78000000,2023-09-03,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,giwarealty, 5KBTA,True,False,False,5,5,6,170000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Off Lekki Epe Expressway Ajah Lagos,giwarealty, 2KBTA,True,False,False,5,5,6,450000000,2023-09-04,2023-09-08,for sale,Lagos
434sqm Land,LAND FOR SALE,"Phase 1, Lekki Lagos",austelright-co, 7KBSZ,True,False,False,3,3,4,240000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Along Lekki Expressway Lekki Lagos,zillian-homes, 1KBSZ,False,False,False,4,4,5,110000000,2023-09-04,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekky County Ikota Lekki Lagos,giwarealty, 7KBPC,True,False,False,4,4,5,125000000,2023-09-02,2023-09-08,for sale,Lagos
Brand New 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ocean Breeze Ologolo Lekki Lagos,vic-tobore-properties, 8KBQP,True,False,False,4,5,5,130000000,2023-09-02,2023-09-08,for sale,Lagos
Brand New 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Yaba Lagos,chrystal-abodes1, 2KBQM,True,False,False,3,4,4,120000000,2023-09-02,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Palm City Ado Ajah Lagos,abraham-ayangbemi1, 7KBPB,True,True,False,3,3,4,100000000,2023-09-02,2023-09-08,for sale,Lagos
600sqm Of Land,LAND FOR SALE,Mowe Ofada Ketu Lagos,themmiepropertiesrealty, 3KBNN,False,False,False,0,0,0,4000000,2023-09-01,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 9KBMS,True,False,True,4,5,5,75000000,2023-09-01,2023-09-08,for sale,Lagos
Neatly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,sagacious-property, 7KBMR,False,False,False,0,0,0,70000000,2023-09-01,2023-09-08,for sale,Lagos
Neatly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Megamound Lekki Lagos,future-pride-homes-and-properties-ltd, 4KBMR,False,False,False,0,0,0,220000000,2023-09-01,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,future-pride-homes-and-properties-ltd, 9KBMQ,False,False,False,5,5,5,250000000,2023-09-01,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osborne Foreshore Estate Ikoyi Lagos,projects-and-services, 7KBMN,True,False,False,3,0,0,480000000,2023-09-01,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,394, 0KBNH,False,False,False,5,5,6,28000000,2023-09-01,2023-09-08,for sale,Lagos
Luxury 6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Lekki Lagos,giwarealty, 5KBNA,True,False,False,6,6,7,700000000,2023-09-01,2023-09-08,for sale,Lagos
500sqm Of Land,LAND FOR SALE,Poka Epe Lagos,bunmi-awoyemi, 2KBMA,True,True,True,1,2,0,8000000,2023-09-01,2023-09-08,for sale,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,prime-queen-of-properties, 5KBLX,False,False,True,2,2,3,210000000,2023-09-01,2023-09-08,for sale,Lagos
Fenced And Flat Land,1 BEDROOM LAND FOR SALE,Jahi Abuja,azeez-ijadunola-aderibigbe-and-company, 6KBLP,False,False,False,4,4,5,120000000,2023-09-01,2023-09-08,for sale,Abuja
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,conhoiceshomes, 9KBEY,True,True,True,5,5,6,350000000,2023-08-30,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM FLAT / APARTMENT FOR SALE,Asokoro Abuja,themmiepropertiesrealty, 0KBHF,False,False,True,5,0,0,1300000000,2023-08-31,2023-09-08,for sale,Abuja
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM FLAT / APARTMENT FOR SALE,Ikeja Gra Ikeja Lagos,themmiepropertiesrealty, 0KBGV,False,False,False,5,5,0,250000000,2023-08-31,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Palm City Estate Ajah Lagos,michael-emenanjor1, 5KBFX,False,False,False,4,4,5,70000000,2023-08-31,2023-09-08,for sale,Lagos
Block Of 8 Flats,HOUSE FOR SALE,Ago Palace Okota Lagos,bunmi-awoyemi, 4KBFV,False,False,False,0,0,0,125000000,2023-08-31,2023-09-08,for sale,Lagos
464sqm Of Land,LAND FOR SALE,"Ogbor Hills Ovom, Aba, Abia State Aba Abia",michael-emenanjor1, 2KBFV,False,False,False,4,4,5,850000,2023-08-31,2023-09-08,for sale,Abia
2 Bedroom Flat,2 BEDROOM LAND FOR SALE,Army Range Obio Akpor Rivers,michael-emenanjor1, 2KBFU,True,True,False,2,2,3,17000000,2023-08-31,2023-09-08,for sale,Rivers
4 Units Of 3 Bedroom Flat,HOUSE FOR SALE,Chevron Lekki Lagos,chrystal-abodes1, 4KBFK,False,False,False,5,0,0,250000000,2023-08-30,2023-09-08,for sale,Lagos
