title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state,type
Newly Built 4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,geobrooks, 3JXVB,True,True,False,0,0,0,300000000,2023-08-07,2023-08-13,Lagos,for sale
6 Units Of 3 Bedroom Flat,FLAT / APARTMENT FOR SALE,Obanikoro Shomolu Lagos,goldmind-global-homes-nig-ltd, 5JXUA,False,False,False,0,0,0,170000000,2023-08-07,2023-08-13,Lagos,for sale
Blocks Of Flats,2 BEDROOM HOUSE FOR SALE,Off Apara Link Road Magbuoba Port Harcourt Rivers,futurehomesproperties, 2JXTX,False,False,False,4,5,5,75000000,2023-08-07,2023-08-13,Rivers,for sale
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,cwre-ltd, 3JXTT,True,False,False,2,2,3,105000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex With Bq,HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,rokenproperties, 2JXTT,False,False,False,0,0,0,130000000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,futurehomesproperties, 4JXYW,False,False,False,2,3,3,72000000,2023-08-08,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Shasha Alimosho Lagos,tracey-ivory, 7JXTS,False,False,False,0,0,0,32000000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,superite-africa, 6JXTR,False,False,False,0,0,0,375000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,"Ido Market, Ologuneru Ibadan Oyo",paymonthly, 6JXYV,True,False,False,2,2,2,2000000,2023-08-08,2023-08-13,Oyo,for sale
Newly Built 4 Bedroom Semi Detached Duplex,8 BEDROOM HOUSE FOR SALE,Ozuoba Port Harcourt Rivers,paymonthly, 9JXYU,False,False,False,0,0,0,45000000,2023-08-08,2023-08-13,Rivers,for sale
Newly Built 5 Bedroom Fully Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,442, 9JXYS,False,True,False,3,3,4,260000000,2023-08-08,2023-08-13,Lagos,for sale
Luxury 3 Bedroom Apartment,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,rydal-mews-limited3, 4JXYS,False,False,False,0,0,0,260000000,2023-08-08,2023-08-13,Lagos,for sale
7 Units Of 3 Bedroom Flat,LAND FOR SALE,Alpha Island Phase 2 Free Trade Zone Ibeju Lekki Lagos,vic-tobore-properties, 2JXYD,False,False,False,5,5,6,6500000,2023-08-08,2023-08-13,Lagos,for sale
Newly Built 5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,River Valley Estate Ojodu Lagos,futurehomesproperties, 8JXTQ,False,False,False,4,5,5,300000000,2023-08-07,2023-08-13,Lagos,for sale
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,charlow-properties, 6JXTQ,True,False,False,2,2,3,650000000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,rydal-mews-limited3, 4JXYN,True,True,False,3,4,4,70000000,2023-08-08,2023-08-13,Lagos,for sale
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Eric Moore Surulere Lagos,mandels-properties-and-luxury-homes, 1JXRW,False,False,False,3,2,2,18000000,2023-08-06,2023-08-13,Lagos,for sale
Land Measuring 350sqm,LAND FOR SALE,Estate Drive Medina Gbagada Lagos,superite-africa, 8JXRT,False,False,False,0,0,0,70000000,2023-08-06,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Honey Brooke Isheri North Ojodu Lagos,samuel-reuben1, 3JXRT,False,False,False,0,0,0,130000000,2023-08-06,2023-08-13,Lagos,for sale
4 Bedroom Duplex With 2 Bedroom Flat,6 BEDROOM HOUSE FOR SALE,Road 5 Isheri North Ojodu Lagos,gerrymandyrealtors, 6JXRS,False,False,True,3,3,4,120000000,2023-08-06,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,oluwayemi-oyedepo, 0JXXX,True,True,False,4,4,5,55000000,2023-08-08,2023-08-13,Lagos,for sale
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Orisunbare Avenue Magboro Obafemi Owode Ogun,nicheglobalre, 2JXRS,False,False,False,0,0,0,19000000,2023-08-06,2023-08-13,Ogun,for sale
Vegetable Oil Factory,COMMERCIAL PROPERTY FOR SALE,Ado Odo Ota Ogun,standardbrass-properties-investment, 0JXRS,False,False,False,0,0,0,7000000000,2023-08-06,2023-08-13,Ogun,for sale
Acres Of Tabled Land,LAND FOR SALE,"Oribanwa Bustop, Awoyaya/de Castle Eleranigbe Ibeju Lekki Lagos",standardbrass-properties-investment, 6JXRQ,False,False,False,5,0,0,33500000,2023-08-08,2023-08-13,Lagos,for sale
Half Plot Of Land,LAND FOR SALE,Shasha Alimosho Lagos,geobrooks, 3JXTP,False,False,False,3,3,3,16000000,2023-08-07,2023-08-13,Lagos,for sale
Half Plot Of Land,LAND FOR SALE,Shasha Alimosho Lagos,pcl-homes, 2JXTP,True,False,False,4,4,5,16000000,2023-08-07,2023-08-13,Lagos,for sale
Furnished 4 Bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SALE,Jahi Abuja,abimbola, 7JXUW,False,False,False,6,6,9,350000000,2023-08-07,2023-08-13,Abuja,for sale
Land Measuring 905sqm,LAND FOR SALE,"Legacy Estate, Kolapo Isola Gra, Basorun Ibadan Oyo",eniji-international-limited, 1JXWE,False,False,False,0,0,0,72000000,2023-08-07,2023-08-13,Oyo,for sale
550sqm Of Land,LAND FOR SALE,Fadeyi Shomolu Lagos,cwre-ltd, 0JXWE,False,False,False,6,6,7,85000000,2023-08-07,2023-08-13,Lagos,for sale
Land Measuring 500sqm,LAND FOR SALE,Simawa New Rccg Auditorium/queens Garden Estate Sagamu Ogun,paymonthly, 4JXXS,True,True,False,3,3,4,900000000,2023-08-08,2023-08-13,Ogun,for sale
550sqm Of Land,LAND FOR SALE,Fadeyi Shomolu Lagos,innerowrkings-investments-limited, 4JXWD,False,False,False,0,0,0,85000000,2023-08-07,2023-08-13,Lagos,for sale
2 Units Of 2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SALE,New Road Off Ada George Magbuoba Port Harcourt Rivers,outstanding-real-estate-limited, 5JXUS,True,False,False,0,0,0,70000000,2023-08-07,2023-08-13,Rivers,for sale
Residential Land,LAND FOR SALE,Epe Lagos,andy-gods-time-ltd, 4JXUS,False,False,False,0,0,0,3000000,2023-08-07,2023-08-13,Lagos,for sale
Residential Land,LAND FOR SALE,"Igboye,close To Epe Resort And Spa Epe Lagos",chirealtor, 9JXWB,False,False,False,0,0,0,1870000,2023-08-07,2023-08-13,Lagos,for sale
Land Measuring 500sqm,LAND FOR SALE,"Bolorunpelu ,his Glory Court Extension Eleranigbe Ibeju Lekki Lagos",chirealtor, 2JXWB,False,False,False,0,0,0,9500000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Around Justice Estate Gwarinpa Abuja,elijah-real-estate-brokers-construction-company, 7JXVW,False,False,False,0,0,0,20000000,2023-08-07,2023-08-13,Abuja,for sale
Newly Built 3 Bedroom Flat With Bq,3 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,gracealtar-homes1, 3JXTM,False,False,False,5,5,6,90000000,2023-08-07,2023-08-13,Lagos,for sale
Standard 3 Bedroom Block Of Flat,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,fams-evergreen-services, 0JXTK,True,False,False,10,0,0,27000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SALE,Fct Abuja Gwarinpa Abuja,distinct-pragmatic-limited, 3JXTG,True,False,False,3,3,4,330000000,2023-08-07,2023-08-13,Abuja,for sale
10 Bedroom Duplex,10 BEDROOM HOUSE FOR SALE,Gbagada Lagos,distinct-pragmatic-limited, 6JXVU,True,False,False,6,6,7,32000000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 6 Bedroom Fully Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,gudness-reality-ventures10, 2JXTG,False,False,True,4,4,5,290000000,2023-08-07,2023-08-13,Lagos,for sale
2 Units Of 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Scheme 1 Estate Oko Oba Agege Lagos,urcheberry, 7JXUH,False,False,False,0,0,0,140000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,future-pride-homes-and-properties-ltd, 6JXVT,False,False,False,0,0,0,85000000,2023-08-07,2023-08-13,Lagos,for sale
Land Measuring 500sqm,LAND FOR SALE,"Ketu,coralville Estate Epe Lagos",first-homes1, 1JXVS,False,False,False,0,0,0,1500000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Mat Estate Obantoko Abeokuta Ogun,franklin15, 1JXRB,False,False,False,4,4,4,4500000,2023-08-06,2023-08-13,Ogun,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Gra Ibara Extension Abeokuta Ogun,aitoproperties, 2JXQY,False,False,False,4,0,0,18000000,2023-08-06,2023-08-13,Ogun,for sale
1 Plot Of Land,COMMERCIAL PROPERTY FOR SALE,Soka Ibadan Oyo,rentalhub_island, 5JXTD,False,False,False,0,0,0,15000000,2023-08-07,2023-08-13,Oyo,for sale
"Land Measuring 709sqms@ Ogudu Gra Phase2, 150m",LAND FOR SALE,Ogudu Lagos,pdan-property-lagos, 3JXQR,False,False,False,0,0,0,150000000,2023-08-06,2023-08-13,Lagos,for sale
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SALE,Lekki Lagos,nicheglobalre, 3JXQM,False,False,False,3,3,4,200000000,2023-08-06,2023-08-13,Lagos,for sale
Well Located Bungalow,HOUSE FOR SALE,Sabo Yaba Lagos,the-property-concession-company1, 6JXQL,False,False,False,0,0,0,150000000,2023-08-06,2023-08-13,Lagos,for sale
Residential Land,LAND FOR SALE,By Redeem Camp Rupkpokwu Port Harcourt Rivers,chyglosco-homes, 0JXSX,False,False,False,0,0,0,12000000,2023-08-06,2023-08-13,Rivers,for sale
3 Units Of Mini Flat,1 BEDROOM HOUSE FOR SALE,Lekki Epe Expressway Awoyaya Ajah Lagos,brickbarnservices, 7JXST,False,False,False,1,1,1,15000000,2023-08-06,2023-08-13,Lagos,for sale
4 Bedroom Twin Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ankuru Wuye Abuja,homeyrealtyteam, 2JXSM,True,False,False,4,4,5,200000000,2023-08-06,2023-08-13,Abuja,for sale
3 Bedroom Bungalow,3 BEDROOM FLAT / APARTMENT FOR SALE,Ire Akari Estate Akala Express Ibadan Oyo,stone-tower-properties, 9JXSL,False,False,False,3,3,4,17000000,2023-08-06,2023-08-13,Oyo,for sale
3 Bedroom Bungalow,3 BEDROOM FLAT / APARTMENT FOR SALE,Ire Akari Estate Akala Express Ibadan Oyo,stone-tower-properties, 7JXSL,False,False,False,3,3,4,17000000,2023-08-06,2023-08-13,Oyo,for sale
Fenced Land,LAND FOR SALE,Epe Lagos,wendeehomes, 7JXSF,False,False,False,0,0,0,3000000,2023-08-06,2023-08-13,Lagos,for sale
4 Units Of 3 Bedroom Flat,4 BEDROOM HOUSE FOR SALE,Ok Oba Abule Egba Lagos,essential-properties, 4JXSF,False,False,False,4,0,0,100000000,2023-08-06,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ogombo Ajah Lagos,wendeehomes, 8JXSD,False,False,False,4,0,0,80000000,2023-08-06,2023-08-13,Lagos,for sale
4 Bedroom Bungalow And Duplex,4 BEDROOM HOUSE FOR SALE,Adeniyi Jones Ikeja Lagos,standardbrass-properties-investment, 7JXSD,False,False,False,0,0,0,105000000,2023-08-06,2023-08-13,Lagos,for sale
3 Bedroom Apartment With Bq (off Plan),3 BEDROOM HOUSE FOR SALE,By Banex Mabushi Abuja,homeyrealtyteam, 0JXQF,False,False,False,3,4,4,55000000,2023-08-05,2023-08-13,Abuja,for sale
Newly Built 4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,jaydee-properties, 0JXQE,True,False,False,4,4,5,68000000,2023-08-05,2023-08-13,Lagos,for sale
360 Sqm Land,LAND FOR SALE,"Gra, Ogudu Lagos",cwre-ltd, 5JXQB,False,False,False,0,0,0,100000000,2023-08-05,2023-08-13,Lagos,for sale
Plots Of Affordable Land,LAND FOR SALE,Asaba Delta,pwan-legit-properties, 2JXMH,True,False,False,0,0,0,4500000,2023-08-04,2023-08-13,Delta,for sale
Plots Of Affordable Land,LAND FOR SALE,Along Airport Road Ngor Okpala Imo,pwan-legit-properties, 8JXMG,False,False,False,0,0,0,3500000,2023-08-04,2023-08-13,Imo,for sale
421.45 Sqm Dry Land,LAND FOR SALE,Owerri Imo,omicronsat-services, 6JXPW,False,False,False,1,1,1,55000000,2023-08-05,2023-08-13,Imo,for sale
4 Bedroom Detached Duplex,HOUSE FOR SALE,"Goodluck Jonathan Bypass Airport Road, Calabar Cross River",pwan-legit-properties, 6JXPU,False,False,False,0,0,0,2500000,2023-08-05,2023-08-13,River,for sale
5 Plots Of Land(+1 On Promo),LAND FOR SALE,Ketu Epe Ibeju Lekki Lagos,pwan-legit-properties, 4JXPU,False,False,False,0,0,0,2500000,2023-08-05,2023-08-13,Lagos,for sale
2 Storey Building On 3 Plots Of Land,HOUSE FOR SALE,Abijo Gra Ibeju Lekki Lagos,pwan-legit-properties, 3JXPT,False,False,False,0,0,0,30000000,2023-08-05,2023-08-13,Lagos,for sale
Furnished 5 Bedroom Detached Duplex + Bq,5 BEDROOM HOUSE FOR SALE,"Ketu, Epe/bulverton Estate, Epe Road Epe Lagos",ojr, 1JXPQ,True,False,False,0,0,0,3000000,2023-08-05,2023-08-13,Lagos,for sale
465sqm Of Land,LAND FOR SALE,Rupkpokwu Port Harcourt Rivers,topworld-properties, 0JXMF,True,True,False,0,0,0,8000000,2023-08-04,2023-08-13,Rivers,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Jahi Abuja,itj-realtor, 9JXPM,True,True,False,5,6,6,80000000,2023-08-05,2023-08-13,Abuja,for sale
300sqm Of Land,LAND FOR SALE,"Behind St. August University,ilara/graceland Estate Epe Lagos",kalos-properties, 6JXJN,True,True,True,5,5,6,2000000,2023-08-04,2023-08-13,Lagos,for sale
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,julietjonathan, 8JXJM,True,False,True,4,5,0,130000000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,ebuka-of-lagos-plc1, 4JXMD,True,True,False,2,2,3,45000000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Detached Bungalow,4 BEDROOM HOUSE FOR SALE,East West Road Port Harcourt Rivers,giftedkings-property, 2JXNZ,False,False,False,2,0,0,150000000,2023-08-05,2023-08-13,Rivers,for sale
Fully Serviced 2 Bedroom Maisonette,2 BEDROOM HOUSE FOR SALE,"Phase 1, Lekki Lagos",pwan-legit-properties, 2JXNY,False,False,False,0,0,0,58000000,2023-08-05,2023-08-13,Lagos,for sale
Plots Of Land,LAND FOR SALE,"Odeomi, Ibeju Lekki Lagos",ebuka-of-lagos-plc1, 0JXNX,True,True,False,2,2,3,7500000,2023-08-05,2023-08-13,Lagos,for sale
2 Bedroom Flat,4 BEDROOM HOUSE FOR SALE,Sabon Tasha Kaduna Chikun Kaduna,degeniusxpropertyworld, 6JXMC,True,False,False,4,4,5,60000000,2023-08-04,2023-08-13,Kaduna,for sale
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 4JXJK,False,False,False,4,5,5,48000000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,standardbrass-properties-investment, 6JXMB,True,False,False,4,4,5,150000000,2023-08-04,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,standardbrass-properties-investment, 4JXMB,True,False,False,4,4,5,125000000,2023-08-04,2023-08-13,Lagos,for sale
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Off Admirathy Way Lekki Phase 1 Lekki Lagos,celebrity, 4JXJD,False,False,False,0,0,0,300000000,2023-08-04,2023-08-13,Lagos,for sale
1710sqm Of Land For Joint Venture,LAND FOR SALE,Mojisola Onikoyi Estate Ikoyi Lagos,sylvanus-agu, 7JXJC,False,False,False,0,0,0,2394000000,2023-08-04,2023-08-13,Lagos,for sale
5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Maitama Abuja,celebrity, 2JXJC,False,False,False,0,0,0,1000000000,2023-08-04,2023-08-13,Abuja,for sale
2628sqm Of Land For Joint Venture,LAND FOR SALE,Ikate Lekki Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 9JXJB,False,False,False,0,0,0,1051200000,2023-08-04,2023-08-13,Lagos,for sale
1000sqm Of Land,LAND FOR SALE,Mpape Abuja,abimbola-dada, 4JXLY,False,False,False,0,0,0,13000000,2023-08-04,2023-08-13,Abuja,for sale
Plots Of Affordable Land,LAND FOR SALE,Enugwu Agidi Road Njikoka Anambra,shollyjoe-real-estate-consults, 2JXLY,False,False,False,0,0,0,3600000,2023-08-04,2023-08-13,Anambra,for sale
Bareland Measuring 290sqm,LAND FOR SALE,Akala Express Ibadan Oyo,pwan-legit-properties, 9JXLX,False,False,False,0,0,0,4000000,2023-08-04,2023-08-13,Oyo,for sale
464sqm Of Land,LAND FOR SALE,Abara Etche Rivers State Etche Rivers,stone-tower-properties, 8JXLX,False,False,False,0,0,0,1200000,2023-08-04,2023-08-13,Rivers,for sale
3 Plots Of Land,LAND FOR SALE,Akala Express Ibadan Oyo,chyglosco-homes, 1JXLX,False,False,False,0,0,0,55000000,2023-08-04,2023-08-13,Oyo,for sale
500sqm Of Land,LAND FOR SALE,"Around Madonna Secondary School, Kuje Abuja",topworld-properties, 0JXLX,False,False,False,0,0,0,3000000,2023-08-04,2023-08-13,Abuja,for sale
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,"Fashola Estate, Ibeshe Ikorodu Lagos",akinhanmi-associates-estate-surveyors-valuers, 1JXNT,False,False,True,5,0,0,35000000,2023-08-05,2023-08-13,Lagos,for sale
4 Bedroom Townhouse,4 BEDROOM HOUSE FOR SALE,"Awuse Estate, Opebi Ikeja Lagos",wwwolakrealtiescomabule-estate, 4JXNR,True,False,False,0,0,0,200000000,2023-08-05,2023-08-13,Lagos,for sale
Land Measuring 500sqm,LAND FOR SALE,Epe Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 6JXHN,False,False,False,0,0,0,22500000,2023-08-03,2023-08-13,Lagos,for sale
5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Jahi Abuja,backuppropertyconsult, 4JXHE,True,False,False,1,2,2,120000000,2023-08-03,2023-08-13,Abuja,for sale
Spacious 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,Palmgroove Shomolu Lagos,shedrack-luka, 2JXHC,True,False,False,4,4,5,25000000,2023-08-03,2023-08-13,Lagos,for sale
Newly Built 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,Jibowu Yaba Lagos,damdave-consults, 0JXHC,True,False,False,0,0,0,10000000,2023-08-03,2023-08-13,Lagos,for sale
Land Measuring 500sqm,LAND FOR SALE,"Temu,lotus Prime Estate Epe Lagos",kalos-properties, 3JXGZ,False,False,False,5,5,6,8000000,2023-08-03,2023-08-13,Lagos,for sale
Newly Built Studio Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,Jibowu Yaba Lagos,innerowrkings-investments-limited, 0JXGY,True,False,False,5,5,6,5000000,2023-08-03,2023-08-13,Lagos,for sale
2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SALE,Owerri Imo,imc-homes, 0JXNM,False,False,False,0,0,0,30000000,2023-08-05,2023-08-13,Imo,for sale
Land Measuring 500sqm,LAND FOR SALE,"Orofun,along Lekki Free Trade Zone Road,the Wealthy Place Ibeju Lekki Lagos",giselle-homes1, 1JXEZ,False,False,False,5,6,6,30000000,2023-08-03,2023-08-13,Lagos,for sale
Full Plot Of Land,LAND FOR SALE,Eyita Estate Ikorodu Lagos,future-pride-homes-and-properties-ltd, 3JXEY,False,False,False,2,2,3,22000000,2023-08-03,2023-08-13,Lagos,for sale
2 Bedroom Bungalow In An Estate,2 BEDROOM HOUSE FOR SALE,Jenew By Queen Efab Estate Gwarinpa Abuja,oluwayemi-oyedepo, 9JXEX,False,False,False,0,0,0,40000000,2023-08-03,2023-08-13,Abuja,for sale
9 Bedroom Detached Duplex With Bq,9 BEDROOM HOUSE FOR SALE,Owerri Imo,alexandra-property-s, 2JXND,False,False,True,3,3,4,40000000,2023-08-05,2023-08-13,Imo,for sale
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Mowe Obafemi Owode Ogun,jay-realtor, 6JXNC,False,False,True,4,0,0,40000000,2023-08-05,2023-08-13,Ogun,for sale
4 Units Of 3 Bedroom Flats,4 BEDROOM HOUSE FOR SALE,"Alagbole, Ifo Ogun",royalpropertykonsult, 4JXNC,True,False,False,4,5,5,175000000,2023-08-05,2023-08-13,Ogun,for sale
Full Plot Of Land,LAND FOR SALE,Lekki Lagos,chyglosco-homes, 1JXLB,False,False,False,0,0,0,3250000,2023-08-04,2023-08-13,Lagos,for sale
465sqm Of Land,LAND FOR SALE,"Odofin Estate, Ebute Igbogbo, Ikorodu Lagos",robert-nwagha-co, 5JXKZ,False,False,False,0,0,0,6000000,2023-08-04,2023-08-13,Lagos,for sale
77 Plots Of Land,LAND FOR SALE,Along Igando Lasu Express Ikotun Igando Lagos,oluwa-segun, 1JXKZ,True,False,False,4,5,5,17000000,2023-08-04,2023-08-13,Lagos,for sale
Executive 5 Bedroom Duplex,HOUSE FOR SALE,"Secured Estate By Oko Oba, Abule Egba Lagos",ebuka-of-lagos-plc1, 8JXNA,True,False,False,6,6,7,55000000,2023-08-05,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Gra, Ogba Lagos",dollyrealty, 6JXEX,True,False,False,6,7,7,70000000,2023-08-03,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Thomas Estate Ajah Lagos,d_agencyproperties, 7JXKY,False,False,False,4,4,5,75000000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex,LAND FOR SALE,Bodija Ibadan Oyo,j21-property-reality-ltd, 4JXLR,False,False,False,0,0,0,48000000,2023-08-04,2023-08-13,Oyo,for sale
Demolishable Building,4 BEDROOM HOUSE FOR SALE,Greenland Estate Off Lekki Epe Expressway Ajah Lagos,charlow-properties, 1JXES,True,False,False,3,3,4,60000000,2023-08-03,2023-08-13,Lagos,for sale
4 Units Of 3 Bedroom Flat,HOUSE FOR SALE,Obagie Community After Oghe Ghe Community Off Sapele Road Oredo Edo,oip-properties, 9JXER,False,False,False,4,0,0,27000000,2023-08-03,2023-08-13,Edo,for sale
"3,700 Sqm Of Land",LAND FOR SALE,Eko Atlantic Victoria Island Lagos,citymate-integrated, 8JXKW,False,False,False,5,6,6,1070,2023-08-04,2023-08-13,Lagos,for sale
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Bajulaiye Shomolu Lagos,kalos-properties, 5JXGD,False,False,False,4,4,5,12000000,2023-08-03,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ado Ajah Lagos,alvinacle_properties, 1JXKU,False,False,False,6,6,7,85000000,2023-08-04,2023-08-13,Lagos,for sale
500sqm Of Land,LAND FOR SALE,Ketu Epe Epe Lagos,sanrealtor, 0JXKU,False,False,False,5,5,6,3000000,2023-08-04,2023-08-13,Lagos,for sale
500sqm Land,LAND FOR SALE,"The Premium Luxury, Poka Epe Lagos",temidayo-faro, 7JXKS,False,False,False,4,0,0,8000000,2023-08-04,2023-08-13,Lagos,for sale
300 Sqm Land,LAND FOR SALE,The North Avalon Epe Lagos,imc-homes, 6JXKS,True,False,False,4,4,5,1800000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,imc-homes, 8JXKR,False,True,False,5,0,0,80000000,2023-08-04,2023-08-13,Lagos,for sale
8 Units Of Mini Flat With 4 Units Of Shop,8 BEDROOM HOUSE FOR SALE,Sheriff Bus Stop Odongunyan Ikorodu Lagos,ile-eru-bestway-properties-global-consultants, 3JXEQ,False,False,False,8,0,0,30000000,2023-08-03,2023-08-13,Lagos,for sale
4 Bedroom Maisonette,1 BEDROOM FLAT / APARTMENT FOR SALE,Ikoyi Lagos,damdave-consults, 6JXEK,True,False,False,3,0,0,195000000,2023-08-03,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,j21-property-reality-ltd, 4JXLM,True,False,False,4,4,4,70000000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,samuel-reuben1, 3JXGD,True,False,False,4,4,5,70000000,2023-08-04,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,paulosajiandcolekki, 2JXGD,False,False,False,5,5,5,65000000,2023-08-03,2023-08-13,Lagos,for sale
5 Bedroom Semi Detached Bungalow,5 BEDROOM HOUSE FOR SALE,Gowon Estate Egbeda Alimosho Lagos,the-property-concession-company1, 3JXGC,False,False,False,0,0,0,45000000,2023-08-03,2023-08-13,Lagos,for sale
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Road Chevron Lekki Lagos,arc-edge-resources, 4JXLL,False,False,False,4,0,0,150000000,2023-08-04,2023-08-13,Lagos,for sale
