title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state,type
5 Bedroom Detached Duplex,5 BEDROOM FLAT / APARTMENT FOR RENT,Ojuelegba Surulere Lagos,teesam-homes-nig-ltd, 5JWVM,False,False,False,3,4,4,1500000,2023-07-31,2023-08-13,Lagos,rent
Standard 3 Bedroom Penthouse + Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Idado Lekki Lagos,royalpropertykonsult, 3JWWP,False,False,False,2,2,3,3500000,2023-07-31,2023-08-13,Lagos,rent
Serviced 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Alagomeji Yaba Lagos,abimbola-dada, 8JWTT,False,False,False,5,5,6,1800000,2023-07-31,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Justrite, Berger Ojodu Lagos",463, 4JWTT,False,True,False,4,5,5,1400000,2023-07-31,2023-08-13,Lagos,rent
Standard 1 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Oyegunwa Close By Temple Bus Stop, Bariga Lagos",teesam-homes-nig-ltd, 3JWVL,True,False,False,2,3,3,1600000,2023-07-31,2023-08-13,Lagos,rent
4 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Queens Street, Alagomeji Yaba Lagos",teesam-homes-nig-ltd, 6JWVK,True,False,False,0,0,0,900000,2023-07-31,2023-08-13,Lagos,rent
Executive Mini Flat,4 BEDROOM HOUSE FOR RENT,Oba Oyekan Estate Lekki Lagos,hyggehoms, 1JWWM,False,False,False,5,0,0,6500000,2023-08-01,2023-08-13,Lagos,rent
Standard Mini Flat,FLAT / APARTMENT FOR RENT,"New Road, Before Chevron, Lekki Lagos",joeetoniru, 8JWTP,False,False,False,2,2,3,950000,2023-07-31,2023-08-13,Lagos,rent
Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",156, 0JWWK,False,False,False,4,0,0,3500000,2023-08-01,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Millenuim Ups Gbagada Lagos,rustonrealtors, 6JWWG,True,True,True,1,1,1,2500000,2023-08-01,2023-08-13,Lagos,rent
Single Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,fams-evergreen-services, 4JWWG,False,False,False,1,0,0,1800000,2023-08-01,2023-08-13,Lagos,rent
Spacious 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Surulere Lagos,layoramb-ventures1, 0JWWG,False,False,False,0,0,0,700000,2023-08-01,2023-08-13,Lagos,rent
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,Oral Estate Lekki Lagos,thykop-real-estate-management, 1JWWF,False,True,False,2,2,3,6000000,2023-08-01,2023-08-13,Lagos,rent
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,Ologolo Lekki Lagos,purple-ribbon-properties, 4JWXL,True,True,False,2,0,0,5000000,2023-08-01,2023-08-13,Lagos,rent
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Ebute Ikorodu Lagos,macbeals-integrated-services, 7JWXK,False,False,False,2,3,3,350000,2023-08-01,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,purple-ribbon-properties, 7JWWC,True,True,False,3,0,0,6500000,2023-08-01,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Western Avenue Surulere Lagos,prince-ademola-osinuga, 2JWXJ,False,True,False,3,3,4,4000000,2023-08-01,2023-08-13,Lagos,rent
Executive 2 Bedroom Flat,4 BEDROOM HOUSE FOR RENT,Oluyole Estate Ibadan Oyo,spartan-planet, 9JWVD,False,False,False,2,3,2,2000000,2023-07-31,2023-08-13,Oyo,rent
A 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,alphalux-realty-alphalux-realty, 1JWXJ,False,False,False,3,3,3,400000,2023-08-01,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Semi Detached Duplex With Bq,HOUSE FOR RENT,2nd Avenue Gwarinpa Abuja,akakuruassociates, 9JWSA,False,False,False,3,3,4,6000000,2023-07-30,2023-08-13,Abuja,rent
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,By Living Faith Church Jahi Abuja,alexandra-property-s, 4JWSA,False,False,False,4,5,5,4000000,2023-07-30,2023-08-13,Abuja,rent
Well Finished 4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Lugbe Abuja,jay-realtor, 6JWRZ,False,False,True,3,3,4,4500000,2023-07-30,2023-08-13,Abuja,rent
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Magboro Obafemi Owode Ogun,better-city-investment-property, 4JWRZ,True,False,False,4,5,5,600000,2023-07-30,2023-08-13,Ogun,rent
Blocks Of Flats,4 BEDROOM HOUSE FOR RENT,Jahi Abuja,better-city-investment-property, 1JWRZ,True,True,False,4,5,5,16000000,2023-07-30,2023-08-13,Abuja,rent
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,By Living Faith Church Jahi Abuja,purple-ribbon-properties, 0JWRZ,True,True,False,5,6,6,4000000,2023-07-30,2023-08-13,Abuja,rent
5 Bedroom Terrace Duplex With Bq,5 BEDROOM HOUSE FOR RENT,Jahi Abuja,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 8JWRY,False,False,True,2,2,3,5000000,2023-07-30,2023-08-13,Abuja,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ibafo Obafemi Owode Ogun,agboola, 6JWRY,False,False,False,2,0,0,500000,2023-07-30,2023-08-13,Ogun,rent
Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,isimale-fagbo, 0JWXH,False,False,False,1,1,1,700000,2023-08-01,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,rofama-homes-properties, 6JWXG,False,False,True,1,1,2,600000,2023-08-01,2023-08-13,Lagos,rent
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Jahi Abuja,better-city-investment-property, 4JWRY,False,False,False,4,5,5,6000000,2023-07-30,2023-08-13,Abuja,rent
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Gwarinpa Abuja,damdave-consults, 1JWRY,False,False,False,4,5,5,4000000,2023-07-30,2023-08-13,Abuja,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,New Bodija Estate Ibadan Oyo,purple-ribbon-properties, 5JWRW,True,False,False,1,0,1,1500000,2023-07-30,2023-08-13,Oyo,rent
Standard Room Self Contain,5 BEDROOM HOUSE FOR RENT,Beachwood Estate Malete Ibeju Lekki Lagos,abray-estates-management, 3JWXG,False,False,True,2,2,3,3000000,2023-08-01,2023-08-13,Lagos,rent
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,Magodo Gra Phase 2 Kosofe Ikosi Lagos,a-properties, 6JWVA,True,True,True,2,2,3,1300000,2023-07-31,2023-08-13,Lagos,rent
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Sabo Yaba Lagos,property-maestro, 5JWVA,True,True,True,3,3,3,1700000,2023-07-31,2023-08-13,Lagos,rent
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Akoka Yaba Lagos,gracealtar-homes1, 5JWUW,False,False,False,0,1,1,2000000,2023-07-31,2023-08-13,Lagos,rent
2 Bedroom Apartment,7 BEDROOM COMMERCIAL PROPERTY FOR RENT,Lakowe Ajah Lagos,isimale-fagbo, 9JWXE,False,True,False,2,2,3,800000,2023-08-01,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Semi Detached Duplex,3 BEDROOM FLAT / APARTMENT FOR RENT,Onike Yaba Lagos,akerejola-abisoye, 8JWUU,True,True,False,2,2,3,2000000,2023-07-31,2023-08-13,Lagos,rent
3 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Amity Estate, Monastery Road Sangotedo Lagos",hairways-resources-company-nigeria, 5JWUU,True,False,False,2,3,3,1200000,2023-07-31,2023-08-13,Lagos,rent
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Lekki Lagos,akerejola-abisoye, 3JWUS,True,False,False,1,2,2,1800000,2023-07-31,2023-08-13,Lagos,rent
Standard 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Off Bashiru Shittu, Magodo Gra Phase 2 Kosofe Ikosi Lagos",richardhomesandproperties, 9JWUP,False,False,False,1,1,2,2000000,2023-07-31,2023-08-13,Lagos,rent
Beautiful 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,Sangotedo Ajah Lagos,prince-uche, 4JWUP,False,False,False,0,1,1,700000,2023-07-31,2023-08-13,Lagos,rent
Office Space,2 BEDROOM COMMERCIAL PROPERTY FOR RENT,4 Off Toyin Street Ikeja Lagos,property-maestro, 0JWRU,False,False,False,3,3,3,1500000,2023-07-30,2023-08-13,Lagos,rent
Furnished 4 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR RENT,Bera Chevron Lekki Lagos,pecons-realtors, 2JWRS,True,False,False,5,5,6,8000000,2023-07-30,2023-08-13,Lagos,rent
Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,chima-ottah-chima-associates1, 8JWRR,True,True,True,2,2,3,4500000,2023-07-30,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Oke Ira Ogba Lagos,pheel-ok-homes-and-properties, 2JWRR,False,False,False,3,3,4,1300000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ogba Lagos,pheel-ok-homes-and-properties, 1JWRR,False,False,False,1,1,2,800000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Aguda(ogba) Ogba Lagos,pheel-ok-homes-and-properties, 0JWRR,False,False,False,1,1,1,550000,2023-07-30,2023-08-13,Lagos,rent
Tastefully Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Oke Ira Ogba Lagos,pheel-ok-homes-and-properties, 6JWRQ,False,False,False,2,2,3,1300000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Aguda(ogba) Ogba Lagos,pheel-ok-homes-and-properties, 1JWRP,False,False,False,1,1,2,900000,2023-07-30,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Oke Ira Ogba Lagos,pheel-ok-homes-and-properties, 0JWRP,False,False,False,2,2,3,1400000,2023-07-30,2023-08-13,Lagos,rent
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Epe Expressway Awoyaya Ajah Lagos,brickbarnservices, 9JWRN,False,False,False,1,1,1,350000,2023-07-30,2023-08-13,Lagos,rent
Shop Space,COMMERCIAL PROPERTY FOR RENT,Aguda(ogba) Ogba Lagos,pheel-ok-homes-and-properties, 8JWRN,False,False,False,0,0,0,270000,2023-07-30,2023-08-13,Lagos,rent
Single Room Self Contain,FLAT / APARTMENT FOR RENT,Ajayi Road Ogba Lagos,pheel-ok-homes-and-properties, 4JWRN,False,False,False,0,1,1,450000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Aguda(ogba) Ogba Lagos,pheel-ok-homes-and-properties, 3JWRN,False,False,False,1,1,2,900000,2023-07-30,2023-08-13,Lagos,rent
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Epe Expressway Awoyaya Ajah Lagos,brickbarnservices, 0JWRM,False,False,False,1,1,1,600000,2023-07-30,2023-08-13,Lagos,rent
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Epe Expressway Awoyaya Ajah Lagos,brickbarnservices, 2JWRL,False,False,False,1,1,2,600000,2023-07-30,2023-08-13,Lagos,rent
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Epe Expressway Awoyaya Ajah Lagos,brickbarnservices, 0JWRK,False,False,False,1,1,2,600000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Adelabu Surulere Lagos,olakunle-olatunde, 4JWWA,True,False,False,1,2,2,1000000,2023-08-01,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Adelabu Surulere Lagos,olakunle-olatunde, 3JWWA,True,False,False,2,3,3,1500000,2023-08-01,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Adelabu Surulere Lagos,purple-ribbon-properties, 1JWWA,False,False,False,1,0,0,2000000,2023-08-01,2023-08-13,Lagos,rent
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Thomas Estate Ajah Lagos,oip-properties, 3JWTH,True,False,False,4,0,0,1900000,2023-07-31,2023-08-13,Lagos,rent
3 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR RENT,Lekki Lagos,pablo-global-services-nigeria-ltd, 3JWTG,False,False,False,2,3,3,8500000,2023-07-31,2023-08-13,Lagos,rent
Brand New 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Thomas Estate Ajah Lagos,fams-evergreen-services, 1JWTG,False,False,False,4,0,0,2500000,2023-07-31,2023-08-13,Lagos,rent
3 Bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,city-garden-real-estate-ltd, 5JWTF,False,False,False,1,0,0,4000000,2023-07-31,2023-08-13,Lagos,rent
Self Contain,2 BEDROOM HOUSE FOR RENT,Olowora Ojodu Lagos,pens-and-walls1, 3JWVU,True,False,False,2,2,2,2000000,2023-07-31,2023-08-13,Lagos,rent
Mall/shop Space,1 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Ogba Lagos,pens-and-walls1, 0JWVU,False,True,False,1,1,1,700000,2023-07-31,2023-08-13,Lagos,rent
Mini Flat,4 BEDROOM HOUSE FOR RENT,Ifako Ogba Lagos,pens-and-walls1, 7JWVT,True,False,False,4,4,4,3500000,2023-07-31,2023-08-13,Lagos,rent
4 Bedroom Detached Duplex,1 BEDROOM FLAT / APARTMENT FOR RENT,Alausa Ikeja Lagos,essential-properties, 6JWVT,False,False,False,1,0,0,650000,2023-07-31,2023-08-13,Lagos,rent
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Alausa Ikeja Lagos,essential-properties, 5JWVT,False,False,False,1,0,0,700000,2023-07-31,2023-08-13,Lagos,rent
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Alausa Ikeja Lagos,essential-properties, 4JWVT,False,False,False,1,0,0,900000,2023-07-31,2023-08-13,Lagos,rent
Lovely Mini Flat,FLAT / APARTMENT FOR RENT,Alausa Ikeja Lagos,essential-properties, 3JWVT,False,False,False,0,1,0,500000,2023-07-31,2023-08-13,Lagos,rent
Newly Built Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Alausa Ikeja Lagos,essential-properties, 2JWVT,False,False,False,1,0,0,900000,2023-07-31,2023-08-13,Lagos,rent
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Alausa Ikeja Lagos,essential-properties, 1JWVT,False,False,False,1,0,0,850000,2023-07-31,2023-08-13,Lagos,rent
Shop Space,1 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",speeconnectpropertyng, 2JWVS,False,False,False,1,1,1,1700000,2023-07-31,2023-08-13,Lagos,rent
Shop Or Office Space,2 BEDROOM HOUSE FOR RENT,"Salem Road, Ilasan Lekki Lagos",speeconnectpropertyng, 6JWVR,False,False,False,2,2,3,2500000,2023-07-31,2023-08-13,Lagos,rent
Room And Parlour Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,pablo-global-services-nigeria-ltd, 4JWTE,False,False,False,1,2,2,1500000,2023-07-31,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ado Ajah Lagos,abafe-sophia, 4JWTB,False,False,False,3,4,4,250000,2023-07-31,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ilasan Lekki Lagos,apartmentguys, 5JWTA,False,False,False,1,1,2,2000009,2023-07-31,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Agungi Lekki Lagos,apartmentguys, 8JWSZ,False,False,False,3,3,4,3500000,2023-07-31,2023-08-13,Lagos,rent
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,Lekki Lagos,apartmentguys, 4JWSZ,True,False,False,3,3,4,10000000,2023-07-31,2023-08-13,Lagos,rent
Room And Parlour Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,esquisite-land-and-homes, 0JWRJ,False,False,False,1,1,2,1500000,2023-07-30,2023-08-13,Lagos,rent
2 Bedroom Bungalow,2 BEDROOM HOUSE FOR RENT,Onishion Ibeju Lekki Lagos,larap_properties, 9JWRE,False,False,False,2,2,3,750000,2023-07-30,2023-08-13,Lagos,rent
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR RENT,"Behind Fagbemi Filling Station, Eputu Ibeju Lekki Lagos",larap_properties, 1JWRE,False,False,False,3,3,4,900000,2023-07-30,2023-08-13,Lagos,rent
5 Bedroom Detached Duplex With Bq,5 BEDROOM COMMERCIAL PROPERTY FOR RENT,Fola Osibo Street Lekki Phase 1 Lekki Lagos,larap_properties, 8JWRD,False,False,False,5,5,6,10000000,2023-07-30,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Lagos Housing State Sangotedo Ajah Lagos,larap_properties, 3JWRD,True,False,False,2,2,3,1200000,2023-07-30,2023-08-13,Lagos,rent
Spacious Shop,COMMERCIAL PROPERTY FOR RENT,Badore Ajah Lagos,esquisite-land-and-homes, 2JWRD,False,False,False,0,0,0,800000,2023-07-30,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"Vantage Court, Inside Richland Gardens Ibeju Lekki Lagos",larap_properties, 1JWRD,True,False,False,4,4,5,3500000,2023-07-30,2023-08-13,Lagos,rent
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR RENT,Lekki Conservation Center Chevron Lekki Lagos,larap_properties, 9JWRC,False,False,False,5,5,6,5000000,2023-07-30,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Idado Lekki Lagos,larap_properties, 9JWRB,False,False,False,2,2,3,2500000,2023-07-30,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Admiralty Road Lekki Phase 1 Lekki Lagos,larap_properties, 7JWRB,True,True,False,4,4,5,15000000,2023-07-30,2023-08-13,Lagos,rent
Newly Built 2 Bedroom Massionette,2 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,larap_properties, 4JWRB,True,False,False,2,2,3,10000000,2023-07-30,2023-08-13,Lagos,rent
Newly Built 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Leadforte School, Awoyaya Ibeju Lekki Lagos",larap_properties, 8JWRA,False,False,False,2,2,2,950000,2023-07-30,2023-08-13,Lagos,rent
1 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,Ogombo Ajah Lagos,larap_properties, 7JWRA,False,False,False,1,1,1,700000,2023-07-30,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Abule Parapo, Awoyaya Ibeju Lekki Lagos",larap_properties, 6JWRA,False,False,False,3,3,3,1000000,2023-07-30,2023-08-13,Lagos,rent
A Well Maintained 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Abule Parapo, Awoyaya Ibeju Lekki Lagos",larap_properties, 5JWRA,False,False,False,3,0,4,1000000,2023-07-30,2023-08-13,Lagos,rent
5 Bedroom Duplex,5 BEDROOM HOUSE FOR RENT,Mowe Obafemi Owode Ogun,alexandra-property-s, 9JWQZ,False,False,True,5,5,6,1000000,2023-07-30,2023-08-13,Ogun,rent
3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,larap_properties, 8JWQZ,False,False,False,3,3,4,5000000,2023-07-30,2023-08-13,Lagos,rent
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,Road 14 Lekki Scheme 2 Ajah Lagos,larap_properties, 5JWQZ,False,False,False,3,3,4,3000000,2023-07-30,2023-08-13,Lagos,rent
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,Lekki Palm City Ado Ajah Lagos,larap_properties, 2JWQZ,False,False,False,4,6,5,3000000,2023-07-30,2023-08-13,Lagos,rent
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,"Bbuena Vista Estate, Orchid Road Chevron Lekki Lagos",larap_properties, 1JWQZ,False,False,False,4,5,5,4000000,2023-07-30,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Solomade Estate Ikorodu Lagos,larap_properties, 9JWQY,False,False,False,2,0,0,600000,2023-07-30,2023-08-13,Lagos,rent
Office Space Measuring 60sqm,1 BEDROOM COMMERCIAL PROPERTY FOR RENT,"Adeoyo/beere Road, Agbadagbudu Adeoyo Ibadan Oyo",nellyanipropertiesltd, 8JWSY,False,False,False,0,0,0,250000,2023-07-31,2023-08-13,Oyo,rent
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Millenuim Ups Gbagada Lagos,properties-navigators-nigeria-limited, 1JWSX,False,False,False,2,3,3,4000000,2023-07-31,2023-08-13,Lagos,rent
Newly Built 2 Units Of 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,west-coast-multi-concept-international-services, 5JWSM,True,False,False,3,3,4,1500000,2023-07-31,2023-08-13,Lagos,rent
17 Sqms Shop Space,COMMERCIAL PROPERTY FOR RENT,Allen Avenue Ikeja Lagos,godson-homes, 2JWSL,False,False,False,0,0,0,1000000,2023-07-31,2023-08-13,Lagos,rent
Office Space,COMMERCIAL PROPERTY FOR RENT,Allen Avenue Ikeja Lagos,portia-otome-ididigba, 0JWSL,False,False,False,1,1,1,1380000,2023-07-31,2023-08-13,Lagos,rent
Studio Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,ti-properties, 2JWSK,False,False,False,3,4,4,1300000,2023-07-31,2023-08-13,Lagos,rent
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Shomolu Lagos,YAWCmV2J2j9ONPxLSxu8, 0JWSX,False,False,False,3,3,4,550000,2023-07-31,2023-08-13,Lagos,rent
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Shomolu Lagos,YAWCmV2J2j9ONPxLSxu8, 7JWSW,True,False,False,5,5,4,600000,2023-07-31,2023-08-13,Lagos,rent
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Kofo Abayomi Victoria Island Lagos,layoramb-ventures1, 6JWSV,False,False,False,2,2,3,30000000,2023-07-31,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Jahi Abuja,aiirolafin-real-estate-company, 7JWSB,False,False,False,4,4,5,5000000,2023-07-30,2023-08-13,Abuja,rent
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR RENT,5 Streets Estate Off Alan Balogun Agungi Lekki Lagos,better-city-investment-property, 6JWSB,False,True,False,4,5,5,5000000,2023-07-30,2023-08-13,Lagos,rent
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Marcus Poli Estate Gwarinpa Abuja,gracealtar-homes1, 5JWSB,False,False,False,1,1,1,4000000,2023-07-30,2023-08-13,Abuja,rent
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Gwarinpa Abuja,andy-gods-time-ltd, 3JWSB,False,False,False,3,3,3,6000000,2023-07-30,2023-08-13,Abuja,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Obe Sapele Road Benin City Oredo Edo,gracealtar-homes1, 9JWSQ,False,False,False,0,0,0,300000,2023-07-31,2023-08-13,Edo,rent
Room And Parlor Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Mega Estate Badore Ajah Lagos,brickbarnservices, 6JWQL,False,False,False,2,2,3,850000,2023-07-30,2023-08-13,Lagos,rent
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR RENT,Lekki Epe Expressway Abraham Adesanya Estate Ajah Lagos,city-garden-real-estate-ltd, 5JWQL,False,False,False,2,0,0,2700000,2023-07-30,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Awuse Estate Opebi Ikeja Lagos,west-coast-multi-concept-international-services, 3JWQL,False,False,False,1,1,1,230000000,2023-07-30,2023-08-13,Lagos,rent
4 Bedroom Duplex,4 BEDROOM COMMERCIAL PROPERTY FOR RENT,Opebi Ikeja Lagos,esquisite-land-and-homes, 8JWQK,False,False,False,1,1,2,15000000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Rockstone Estate Badore Ajah Lagos,west-coast-multi-concept-international-services, 7JWQK,False,False,False,1,1,1,800000,2023-07-30,2023-08-13,Lagos,rent
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Lekki Epe Expressway Ologolo Lekki Lagos,gift-properties, 9JWQJ,False,False,False,3,4,4,5000000,2023-07-30,2023-08-13,Lagos,rent
1 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,Ibafo Obafemi Owode Ogun,maselhomesnproperties, 8JWSP,False,True,False,3,4,4,300000,2023-07-31,2023-08-13,Ogun,rent
5 Bedroom Duplex,5 BEDROOM COMMERCIAL PROPERTY FOR RENT,Opebi Ikeja Lagos,essential-properties, 7JWQJ,False,False,False,5,0,0,15000000,2023-07-30,2023-08-13,Lagos,rent
5 Bedroom Duplex,COMMERCIAL PROPERTY FOR RENT,Awuse Estate Opebi Ikeja Lagos,essential-properties, 6JWQJ,False,False,False,0,0,0,10000000,2023-07-30,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Awolowo Way Ikeja Lagos,degeniusxpropertyworld, 7JWQH,False,False,False,3,0,0,1600000,2023-07-30,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,godsword-jibunor, 5JWSN,True,False,False,1,2,2,600000,2023-07-31,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Akobo Ibadan Oyo,evergreen, 9JWQE,False,False,False,2,2,2,400000,2023-07-30,2023-08-13,Oyo,rent
